MAJORGROUP,SELEMENTID,GNAME,SNAME,SCOMNAME,GRANK,SRANK,ENDEMIC,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,AQDEP,TRACK
Natural Communities,24499,Populus angustifolia / Salix drummondiana - Acer glabrum Riparian Woodland,Populus angustifolia  /  Salix drummondiana  -  Acer glabrum Riparian Woodland,-,G2?,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24738,Populus angustifolia / Salix exigua Riparian Woodland,Populus angustifolia  /  Salix exigua Riparian Woodland,Narrowleaf Cottonwood Riparian Forests,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,24827,Populus angustifolia / Salix irrorata Riparian Woodland,Populus angustifolia  /  Salix irrorata Riparian Woodland,Foothills Riparian Woodland,G2,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24496,Populus angustifolia / Salix ligulifolia - Shepherdia argentea Riparian Woodland,Populus angustifolia  /  Salix ligulifolia  -  Shepherdia argentea Riparian Woodland,Narrowleaf Cottonwood Riparian Forests,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24948,"Populus angustifolia / Symphoricarpos (albus, occidentalis, oreophilus) Riparian Woodland","Populus angustifolia  /  Symphoricarpos (albus, occidentalis, oreophilus) Riparian Woodland",Narrowleaf Cottonwood / Snowberry Montane Riparian Forest,G2Q,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24583,Populus angustifolia Sand Dune Riparian Forest,Populus angustifolia Sand Dune Riparian Forest,-,G1,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,21578,Populus balsamifera Woodland,Populus balsamifera Woodland,Montane Riparian Woodland,GU,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24670,"Populus deltoides - (Salix amygdaloides) / Salix (exigua, interior) Floodplain Woodland","Populus deltoides  -  (Salix amygdaloides)  /  Salix (exigua, interior) Floodplain Woodland",Plains Cottonwood Riparian Woodland,G3G4,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24748,Populus deltoides - (Salix nigra) / Spartina pectinata - Carex spp. Floodplain Woodland,Populus deltoides  -  (Salix nigra)  /  Spartina pectinata  -  Carex spp. Floodplain Woodland,Plains Cottonwood Riparian Woodland,G1,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24610,Populus deltoides / Carex pellita Floodplain Woodland,Populus deltoides  /  Carex pellita Floodplain Woodland,Plains Cottonwood Riparian Woodland,G2,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24774,Populus deltoides / Muhlenbergia asperifolia Flooded Forest,Populus deltoides  /  Muhlenbergia asperifolia Flooded Forest,Plains Cottonwood / alkali Muhly,G3,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24879,Populus deltoides / Panicum virgatum - Schizachyrium scoparium Floodplain Woodland,Populus deltoides  /  Panicum virgatum  -  Schizachyrium scoparium Floodplain Woodland,Plains Cottonwood Riparian Forests,G2,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,44145,Populus deltoides / Pascopyrum smithii - Panicum virgatum Floodplain Woodland,Populus deltoides  /  Pascopyrum smithii  -  Panicum virgatum Floodplain Woodland,-,GNR,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24671,Populus deltoides / Symphoricarpos occidentalis Floodplain Woodland,Populus deltoides  /  Symphoricarpos occidentalis Floodplain Woodland,Plains Cottonwood Riparian Woodland,G2G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24599,"Populus deltoides (ssp. wislizeni, ssp. monilifera) / Distichlis spicata Riparian Woodland","Populus deltoides (ssp. wislizeni, ssp. monilifera)  /  Distichlis spicata Riparian Woodland",Plains Cottonwood Riparian Forests,G2,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24466,"Populus deltoides (ssp. wislizeni, ssp. monilifera) / Forestiera pubescens Flooded Forest","Populus deltoides (ssp. wislizeni, ssp. monilifera)  /  Forestiera pubescens var. pubescens Flooded Forest",Cottonwood / stretchberry,G2,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24634,"Populus deltoides (ssp. wislizeni, ssp. monilifera) / Salix exigua Riparian Woodland","Populus deltoides (ssp. wislizeni, ssp. monilifera)  /  Salix exigua Riparian Woodland",Fremonts Cottonwood Riparian Forests,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24641,"Populus deltoides (ssp. wislizeni, ssp. monilifera) / Sporobolus airoides Flooded Woodland","Populus deltoides (ssp. wislizeni, ssp. monilifera)  /  Sporobolus airoides Flooded Woodland",Plains Cottonwood  /  Alkali Sacaton,G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364702,Populus deltoides ssp. monilifera / Bouteloua curtipendula Flooded Woodland,Populus deltoides ssp. monilifera  /  Bouteloua curtipendula Flooded Woodland,-,G2G3,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364718,Populus deltoides ssp. wislizeni / Acer negundo Flooded Woodland,Populus deltoides ssp. wislizeni  /  Acer negundo Flooded Woodland,-,GNR,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24600,Populus deltoides ssp. wislizeni / Rhus trilobata Riparian Woodland,Populus deltoides ssp. wislizeni  /  Rhus trilobata Riparian Woodland,Fremont's Cottonwood Riparian Forests,G3,S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24889,Populus tremuloides - Abies lasiocarpa / Juniperus communis Forest,Populus tremuloides  -  Abies lasiocarpa  /  Juniperus communis Forest,Aspen Forests,G3G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364606,Populus tremuloides - Abies lasiocarpa / Shepherdia canadensis Forest,Populus tremuloides  -  Abies lasiocarpa  /  Shepherdia canadensis Forest,-,G3?,S3?,N,-,-,-,N,N,Fully Tracked
Natural Communities,364543,Populus tremuloides - Picea pungens Forest,Populus tremuloides  -  Picea pungens Forest,-,G3G4,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,364600,Populus tremuloides - Pinus contorta / Juniperus communis Forest,Populus tremuloides  -  Pinus contorta  /  Juniperus communis Forest,-,G4G5,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364625,Populus tremuloides - Pinus flexilis Forest,Populus tremuloides  -  Pinus flexilis Forest,-,G2G3,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,24510,Populus tremuloides - Pinus ponderosa Rocky Mountain Forest,Populus tremuloides  -  Pinus ponderosa Rocky Mountain Forest,Montane Forest,G3G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364570,Populus tremuloides - Pseudotsuga menziesii / Amelanchier alnifolia Forest,Populus tremuloides  -  Pseudotsuga menziesii  /  Amelanchier alnifolia Forest,-,G3?,S3?,N,-,-,-,N,N,Fully Tracked
Natural Communities,364646,Populus tremuloides - Pseudotsuga menziesii / Juniperus communis Forest,Populus tremuloides  -  Pseudotsuga menziesii  /  Juniperus communis Forest,-,G3G4,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,24861,Populus tremuloides / Acer glabrum Forest,Populus tremuloides  /  Acer glabrum Forest,Montane Riparian Forests,G3,S3,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,24911,Populus tremuloides / Alnus incana Riparian Forest,Populus tremuloides  /  Alnus incana Riparian Forest,Montane Riparian Forests,G3,S4,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,364555,Populus tremuloides / Amelanchier alnifolia - Symphoricarpos oreophilus / Calamagrostis rubescens Forest,Populus tremuloides  /  Amelanchier alnifolia  -  Symphoricarpos oreophilus  /  Calamagrostis rubescens Forest,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364772,Populus tremuloides / Amelanchier alnifolia - Symphoricarpos oreophilus / Mixed Graminoid Forest,Populus tremuloides  /  Amelanchier alnifolia  -  Symphoricarpos oreophilus  /  Mixed Graminoid Forest,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24555,Populus tremuloides / Amelanchier alnifolia - Symphoricarpos oreophilus / Tall Forbs Forest,Populus tremuloides  /  Amelanchier alnifolia  -  Symphoricarpos oreophilus  /  Tall Forbs Forest,Western Slope Mesic Aspen Forests,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24674,Populus tremuloides / Amelanchier alnifolia - Symphoricarpos oreophilus / Thalictrum fendleri Forest,Populus tremuloides  /  Amelanchier alnifolia  -  Symphoricarpos oreophilus  /  Thalictrum fendleri Forest,Persistent Aspen Forests,G5,S3S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364621,Populus tremuloides / Amelanchier alnifolia Forest,Populus tremuloides  /  Amelanchier alnifolia Forest,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24611,Populus tremuloides / Betula occidentalis Riparian Forest,Populus tremuloides  /  Betula occidentalis Riparian Forest,-,G3,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24744,Populus tremuloides / Calamagrostis canadensis Swamp Forest,Populus tremuloides  /  Calamagrostis canadensis Riparian Forest,Aspen Wetland Forests,G3,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24913,Populus tremuloides / Carex geyeri Forest,Populus tremuloides  /  Carex geyeri Forest,Aspen Forests,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24853,Populus tremuloides / Carex siccata Forest,Populus tremuloides  /  Carex siccata Forest,Aspen Forests,G4,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24822,Populus tremuloides / Ceanothus velutinus Forest,Populus tremuloides  /  Ceanothus velutinus Forest,Aspen Forests,G2,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24591,Populus tremuloides / Cornus sericea Riparian Forest,Populus tremuloides  /  Cornus sericea Riparian Forest,Montane Riparian Woodland,G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24498,Populus tremuloides / Corylus cornuta Forest,Populus tremuloides  /  Corylus cornuta Forest,Montane Riparian Forests,G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24582,Populus tremuloides / Festuca thurberi Forest,Populus tremuloides  /  Festuca thurberi Forest,Aspen Forests,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364525,Populus tremuloides / Heracleum sphondylium Forest,Populus tremuloides  /  Heracleum sphondylium Forest,-,G4Q,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364639,Populus tremuloides / Hesperostipa comata Forest,Populus tremuloides  /  Hesperostipa comata Forest,-,G2G4,S2S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,364596,Populus tremuloides / Juniperus communis / Carex geyeri Forest,Populus tremuloides  /  Juniperus communis  /  Carex geyeri Forest,-,G4G5,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364611,Populus tremuloides / Juniperus communis / Lupinus argenteus Forest,Populus tremuloides  /  Juniperus communis  /  Lupinus argenteus Forest,-,G3G4,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,24888,Populus tremuloides / Juniperus communis Forest,Populus tremuloides  /  Juniperus communis Forest,Persistent Aspen Forests,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24813,Populus tremuloides / Lonicera involucrata Forest,Populus tremuloides  /  Lonicera involucrata Forest,Montane Riparian Forests,G3,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364681,Populus tremuloides / Mahonia repens Forest,Populus tremuloides  /  Mahonia repens Forest,-,G3,S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364696,Populus tremuloides / Physocarpus monogynus Forest,Populus tremuloides  /  Physocarpus monogynus Forest,-,GNR,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364594,Populus tremuloides / Prunus virginiana Forest,Populus tremuloides  /  Prunus virginiana Forest,-,G3G4,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,24883,Populus tremuloides / Pteridium aquilinum Forest,Populus tremuloides  /  Pteridium aquilinum Forest,Aspen Wetland Forests,G4,S4,N,-,-,-,N,Y,Partial Tracking
Natural Communities,364638,Populus tremuloides / Quercus gambelii / Symphoricarpos oreophilus Forest,Populus tremuloides  /  Quercus gambelii  /  Symphoricarpos oreophilus Forest,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24519,Populus tremuloides / Ribes montigenum Riparian Forest,Populus tremuloides  /  Ribes montigenum Riparian Forest,Montane Riparian Forests,G2,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364603,Populus tremuloides / Rosa woodsii Riparian Forest,Populus tremuloides  /  Rosa woodsii Riparian Forest,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24503,Populus tremuloides / Salix drummondiana Riparian Forest,Populus tremuloides  /  Salix drummondiana Riparian Forest,-,G3G4,S3S4,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,364682,Populus tremuloides / Salix scouleriana Forest,Populus tremuloides  /  Salix scouleriana Forest,-,G4,S1S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364683,Populus tremuloides / Sambucus racemosa Forest,Populus tremuloides  /  Sambucus racemosa Forest,-,G2G3,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,24520,Populus tremuloides / Senecio bigelovii var. bigelovii Riparian Forest,Populus tremuloides  /  Senecio bigelovii var. bigelovii Riparian Forest,Aspen Wetland Forests,G1?,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24945,Populus tremuloides / Shepherdia canadensis Forest,Populus tremuloides  /  Shepherdia canadensis Forest,Persistent Aspen Forests,G3G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364529,Populus tremuloides / Symphoricarpos oreophilus / Carex rossii Forest,Populus tremuloides  /  Symphoricarpos oreophilus  /  Carex rossii Forest,-,G3G4,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,364585,Populus tremuloides / Symphoricarpos oreophilus / Festuca thurberi Forest,Populus tremuloides  /  Symphoricarpos oreophilus  /  Festuca thurberi Forest,-,G3?,S3?,N,-,-,-,N,N,Fully Tracked
Natural Communities,364678,Populus tremuloides / Symphoricarpos oreophilus / Thalictrum fendleri Forest,Populus tremuloides  /  Symphoricarpos oreophilus  /  Thalictrum fendleri Forest,-,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24549,Populus tremuloides / Symphoricarpos oreophilus Forest,Populus tremuloides  /  Symphoricarpos oreophilus Forest,Persistent Aspen Forests,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24717,Populus tremuloides / Tall Forbs Forest,Populus tremuloides  /  Tall Forbs Forest,Montane Aspen Forest,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24537,Populus tremuloides / Thalictrum fendleri Forest,Populus tremuloides  /  Thalictrum fendleri Forest,Persistent Aspen Forests,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24538,Populus tremuloides / Vaccinium myrtillus Forest,Populus tremuloides  /  Vaccinium myrtillus Forest,Aspen Forests,G3,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24544,Populus tremuloides / Veratrum californicum Riparian Forest,Populus tremuloides  /  Veratrum californicum Riparian Forest,Aspen Wetland Forests,G3?,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364674,Populus tremuloides / Wyethia amplexicaulis Forest,Populus tremuloides  /  Wyethia amplexicaulis Forest,-,G3,S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,20649,Potamogeton diversifolius Aquatic Vegetation,Potamogeton diversifolius Aquatic Vegetation,Great Plains Floating / submergent Palustrine Wetlands,G1?,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,21465,Potamogeton foliosus Aquatic Vegetation,Potamogeton foliosus Aquatic Vegetation,Montane Floating / Submergent Palustrine Wetlands,G3?,S3?,Y,-,-,-,N,Y,Fully Tracked
Natural Communities,40635,Potamogeton natans Aquatic Vegetation,Potamogeton natans Aquatic Vegetation,Montane Floating / Submergent Wetland,G5?,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,22277,Primula parryi Wet Meadow,Primula parryi Wet Meadow,Alpine Wetlands,GNR,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,18452,Prunus virginiana - (Prunus americana) Wet Shrubland,Prunus virginiana  -  (Prunus americana) Wet Shrubland,Foothills Riparian Shrubland,G4Q,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364798,Prunus virginiana / Leymus cinereus Shrubland,Prunus virginiana  /  Leymus cinereus Shrubland,-,GNR,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364794,Prunus virginiana Northern Plains Shrubland,Prunus virginiana Northern Plains Shrubland,-,GNR,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24554,Pseudoroegneria spicata - Achnatherum hymenoides Grassland,Pseudoroegneria spicata  -  Achnatherum hymenoides Grassland,Western Slope Grasslands,G3G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24721,Pseudoroegneria spicata - Bouteloua gracilis Grassland,Pseudoroegneria spicata  -  Bouteloua gracilis Grassland,Western Slope Grasslands,G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364799,Pseudoroegneria spicata - Crepis acuminata Grassland,Pseudoroegneria spicata  -  Crepis acuminata Grassland,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364642,Pseudoroegneria spicata - Cushion Plants Grassland,Pseudoroegneria spicata  -  Cushion Plants Grassland,-,G3?,S3?,N,-,-,-,N,N,Fully Tracked
Natural Communities,24613,Pseudoroegneria spicata - Poa fendleriana Grassland,Pseudoroegneria spicata  -  Poa fendleriana Grassland,Western Slope Grasslands,G1G2,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,24493,Pseudoroegneria spicata - Poa secunda Grassland,Pseudoroegneria spicata  -  Poa secunda Grassland,Montane Grasslands,G4?,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,19115,Pseudoroegneria spicata Grassland,Pseudoroegneria spicata Grassland,Western Slope Grasslands,G2,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364575,Pseudoroegneria spicata ssp. inermis Grassland,Pseudoroegneria spicata ssp. inermis Grassland,-,GNR,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24528,Pseudotsuga menziesii / Acer glabrum Forest,Pseudotsuga menziesii  /  Acer glabrum Forest,Lower Montane Forests,G4?,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364750,Pseudotsuga menziesii / Acer negundo Riparian Woodland,Pseudotsuga menziesii  /  Acer negundo Riparian Woodland,-,GNR,S2S3,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364644,Pseudotsuga menziesii / Amelanchier alnifolia Forest,Pseudotsuga menziesii  /  Amelanchier alnifolia Forest,-,G2Q,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24838,Pseudotsuga menziesii / Arctostaphylos uva-ursi Forest,Pseudotsuga menziesii  /  Arctostaphylos uva - ursi Forest,Lower Montane Forests,G4,S3,N,-,-,-,N,N,Partial Tracking
Natural Communities,364764,"Pseudotsuga menziesii / Artemisia tridentata (ssp. vaseyana, ssp. wyomingensis) Woodland","Pseudotsuga menziesii  /  Artemisia tridentata (ssp. vaseyana, ssp. wyomingensis) Woodland",-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24962,Pseudotsuga menziesii / Betula occidentalis Riparian Woodland,Pseudotsuga menziesii  /  Betula occidentalis Riparian Woodland,Montane Riparian Forest,G3?,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,364557,Pseudotsuga menziesii / Bromus ciliatus Forest,Pseudotsuga menziesii  /  Bromus ciliatus Forest,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24490,Pseudotsuga menziesii / Carex geyeri Forest,Pseudotsuga menziesii  /  Carex geyeri Forest,Lower Montane Forests,G4?,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364516,Pseudotsuga menziesii / Cercocarpus ledifolius Woodland,Pseudotsuga menziesii  /  Cercocarpus ledifolius Woodland,-,G3G4,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364511,Pseudotsuga menziesii / Cercocarpus montanus Woodland,Pseudotsuga menziesii  /  Cercocarpus montanus Woodland,-,G4?,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24989,Pseudotsuga menziesii / Cornus sericea Riparian Woodland,Pseudotsuga menziesii  /  Cornus sericea Riparian Woodland,Lower Montane Riparian Forests,G4,S2,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24926,Pseudotsuga menziesii / Festuca arizonica Forest,Pseudotsuga menziesii  /  Festuca arizonica Forest,Lower Montane Forests,G5,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364583,Pseudotsuga menziesii / Holodiscus dumosus Scree Woodland,Pseudotsuga menziesii  /  Holodiscus dumosus Scree Woodland,-,G3G4,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,24751,Pseudotsuga menziesii / Jamesia americana Forest,Pseudotsuga menziesii  /  Jamesia americana Forest,Lower Montane Forests,G3G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,24605,Pseudotsuga menziesii / Juniperus communis Forest,Pseudotsuga menziesii  /  Juniperus communis Forest,Lower Montane Forests,G4,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364609,Pseudotsuga menziesii / Leucopoa kingii Woodland,Pseudotsuga menziesii  /  Leucopoa kingii Woodland,-,G3G4,S3S4,N,-,-,-,N,N,Fully Tracked
Natural Communities,24834,Pseudotsuga menziesii / Mahonia repens Forest,Pseudotsuga menziesii  /  Mahonia repens Forest,Douglas Fir / Creeping Oregon- grape,G5,S1?,N,-,-,-,N,N,Fully Tracked
Natural Communities,364670,Pseudotsuga menziesii / Muhlenbergia montana Forest,Pseudotsuga menziesii  /  Muhlenbergia montana Forest,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24778,Pseudotsuga menziesii / Paxistima myrsinites Forest,Pseudotsuga menziesii  /  Paxistima myrsinites Forest,Lower Montane Forests,G2G3,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24914,Pseudotsuga menziesii / Physocarpus monogynus Forest,Pseudotsuga menziesii  /  Physocarpus monogynus Forest,Lower Montane Forests,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364765,Pseudotsuga menziesii / Poa fendleriana Woodland,Pseudotsuga menziesii  /  Poa fendleriana Woodland,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364512,Pseudotsuga menziesii / Pseudoroegneria spicata Woodland,Pseudotsuga menziesii  /  Pseudoroegneria spicata Woodland,-,G4,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24713,Pseudotsuga menziesii / Quercus gambelii Forest,Pseudotsuga menziesii  /  Quercus gambelii Forest,Western Slope Douglas Fir Forests,G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24592,Pseudotsuga menziesii / Symphoricarpos oreophilus Forest,Pseudotsuga menziesii  /  Symphoricarpos oreophilus Forest,Western Slope Douglas Fir Forests,G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364593,Pseudotsuga menziesii Scree Woodland,Pseudotsuga menziesii Scree Woodland,-,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24825,Puccinellia nuttalliana Salt Marsh,Puccinellia nuttalliana Salt Marsh,Western Slope Salt Meadows,G3?,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24739,Purshia tridentata / Artemisia frigida / Hesperostipa comata Shrubland,Purshia tridentata  /  Artemisia frigida  /  Hesperostipa comata Shrubland,Mixed Foothill Shrublands,G1G2,S1S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24728,Purshia tridentata / Muhlenbergia montana Shrubland,Purshia tridentata  /  Muhlenbergia montana Shrubland,Mixed Foothill Shrublands,G2,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,24685,Quercus gambelii - Cercocarpus montanus / (Carex geyeri) Shrubland,Quercus gambelii  -  Cercocarpus montanus  /  (Carex geyeri) Shrubland,Mixed Mountain Shrublands,G3,S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364723,Quercus gambelii - Holodiscus dumosus Shrubland,Quercus gambelii  -  Holodiscus dumosus Shrubland,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364545,Quercus gambelii / Amelanchier alnifolia Shrubland,Quercus gambelii  /  Amelanchier alnifolia Shrubland,-,G3G5,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24702,Quercus gambelii / Amelanchier utahensis Shrubland,Quercus gambelii  /  Amelanchier utahensis Shrubland,Mixed Mountain Shrubland,G3G5,S2,N,-,-,-,N,N,Fully Tracked
Natural Communities,364554,Quercus gambelii / Artemisia tridentata Shrubland,Quercus gambelii  /  Artemisia tridentata Shrubland,-,G4G5,S4S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364787,Quercus gambelii / Carex geyeri Shrubland,Quercus gambelii  /  Carex geyeri Shrubland,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,24505,Quercus gambelii / Carex inops ssp. heliophila Shrubland,Quercus gambelii  /  Carex inops ssp. heliophila Shrubland,Mesic Oak Thickets,GU,SU,N,-,-,-,N,N,Fully Tracked
Natural Communities,364766,Quercus gambelii / Festuca thurberi Shrubland,Quercus gambelii  /  Festuca thurberi Shrubland,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,40643,Quercus gambelii / Hesperostipa comata Shrubland,Quercus gambelii  /  Hesperostipa comata Shrubland,-,GU,SU,Y,-,-,-,N,N,Fully Tracked
Natural Communities,24923,Quercus gambelii / Paxistima myrsinites Shrubland,Quercus gambelii  /  Paxistima myrsinites Shrubland,Mixed Mountain Shrublands,GU,S1,N,-,-,-,N,N,Fully Tracked
Natural Communities,364563,Quercus gambelii / Poa fendleriana Shrubland,Quercus gambelii  /  Poa fendleriana Shrubland,-,GNR,S4,N,-,-,-,N,N,Partial Tracking
Natural Communities,364786,Quercus gambelii / Prunus virginiana Shrubland,Quercus gambelii  /  Prunus virginiana Shrubland,-,GNR,S2S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364720,Quercus gambelii / Rhus trilobata Shrubland,Quercus gambelii  /  Rhus trilobata Shrubland,-,GNR,S3,N,-,-,-,N,N,Fully Tracked
Natural Communities,364719,Quercus gambelii / Sparse Understory Shrubland,Quercus gambelii  /  Sparse Understory Shrubland,-,GNR,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,24791,Quercus gambelii / Symphoricarpos oreophilus Shrubland,Quercus gambelii  /  Symphoricarpos oreophilus Shrubland,Mixed Mountain Shrublands,G5,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,364741,Quercus gambelii Shrubland,Quercus gambelii Shrubland,-,GNR,S5,N,-,-,-,N,N,Partial Tracking
Natural Communities,20555,Ranunculus aquatilis - Callitriche palustris Aquatic Vegetation,Ranunculus aquatilis  -  Callitriche palustris Aquatic Vegetation,Montane Floating / submergent Palustrine Wetlands,GU,SU,N,-,-,-,N,Y,Fully Tracked
Natural Communities,22969,Redfieldia flexuosa - (Psoralidium lanceolatum) Grassland,Redfieldia flexuosa  -  (Psoralidium lanceolatum) Grassland,-,G1?,S2,Y,-,-,-,N,N,Fully Tracked
Natural Communities,24909,Rhodiola rhodantha Wet Meadow,Rhodiola rhodantha Wet Meadow,Alpine Wetlands,GU,S1,N,-,-,-,N,Y,Fully Tracked
Natural Communities,24931,Rhus trilobata - Philadelphus microphyllus Shrubland,Rhus trilobata  -  Philadelphus microphyllus Shrubland,Skunkbush- Little Leaf Mock Orange Shrubland,GU,S1,N,-,-,-,N,N,Fully Tracked
