"SYMBOL","SYNONYM_SYMBOL","JOIN_SYMBOL","FULL_NAME","GENUS","SPECIES","FAMILY"
"RUHIP","RUBI5","RUBI5","Rudbeckia bicolor Nutt.","Rudbeckia","bicolor","Asteraceae"
"RUHIP","RUHIC","RUHIC","Rudbeckia hirta L. var. corymbifera Fernald","Rudbeckia","hirta","Asteraceae"
"RUHIP","RUHIL","RUHIL","Rudbeckia hirta L. var. lanceolata (Bisch.) Core","Rudbeckia","hirta","Asteraceae"
"RUHIP","RUHIS","RUHIS","Rudbeckia hirta L. var. sericea (T.V. Moore) Fernald","Rudbeckia","hirta","Asteraceae"
"RUHIP","RUHIS2","RUHIS2","Rudbeckia hirta L. var. serotina (Nutt.) Core","Rudbeckia","hirta","Asteraceae"
"RUHIP","RULO8","RULO8","Rudbeckia longipes T.V. Moore","Rudbeckia","longipes","Asteraceae"
"RUHIP","RUSE16","RUSE16","Rudbeckia sericea T.V. Moore","Rudbeckia","sericea","Asteraceae"
"RUHIP","RUSE5","RUSE5","Rudbeckia serotina Nutt.","Rudbeckia","serotina","Asteraceae"
"RUHIP","RUSEC","RUSEC","Rudbeckia serotina Nutt. var. corymbifera (Fernald) Fernald & B.G. Schub.","Rudbeckia","serotina","Asteraceae"
"RUHIP","RUSEL","RUSEL","Rudbeckia serotina Nutt. var. lanceolata (Bisch.) Fernald & B.G. Schub.","Rudbeckia","serotina","Asteraceae"
"RUHIP","RUSES","RUSES","Rudbeckia serotina Nutt. var. sericea (T.V. Moore) Fernald & B.G. Schub.","Rudbeckia","serotina","Asteraceae"
"RUHY",NA,"RUHY","Rumex hymenosepalus Torr.","Rumex","hymenosepalus","Polygonaceae"
"RUHY","RUHYE","RUHYE","Rumex hymenosepalus Torr. var. euhymenosepalus Rech. f.","Rumex","hymenosepalus","Polygonaceae"
"RUHY","RUHYS","RUHYS","Rumex hymenosepalus Torr. var. salinus (A. Nelson) Rech. f.","Rumex","hymenosepalus","Polygonaceae"
"RUID",NA,"RUID","Rubus idaeus L.","Rubus","idaeus","Rosaceae"
"RUIDS2",NA,"RUIDS2","Rubus idaeus L. ssp. strigosus (Michx.) Focke","Rubus","idaeus","Rosaceae"
"RUIDS2","RUCA15","RUCA15","Rubus carolinianus Rydb.","Rubus","carolinianus","Rosaceae"
"RUIDS2","RUIDM8","RUIDM8","Rubus idaeus L. ssp. melanolasius (Dieck) Focke","Rubus","idaeus","Rosaceae"
"RUIDS2","RUIDS","RUIDS","Rubus idaeus L. ssp. sachalinensis (Levl.) Focke","Rubus","idaeus","Rosaceae"
"RUIDS2","RUIDA","RUIDA","Rubus idaeus L. var. aculeatissimus Regel & Tiling","Rubus","idaeus","Rosaceae"
"RUIDS2","RUIDC2","RUIDC2","Rubus idaeus L. var. canadensis Richardson","Rubus","idaeus","Rosaceae"
"RUIDS2","RUIDG","RUIDG","Rubus idaeus L. var. gracilipes M.E. Jones","Rubus","idaeus","Rosaceae"
"RUIDS2","RUIDM2","RUIDM2","Rubus idaeus L. var. melanolasius (Dieck) R.J. Davis","Rubus","idaeus","Rosaceae"
"RUIDS2","RUIDM3","RUIDM3","Rubus idaeus L. var. melanotrachys (Focke) Fernald","Rubus","idaeus","Rosaceae"
"RUIDS2","RUIDS3","RUIDS3","Rubus idaeus L. var. strigosus (Michx.) Maxim.","Rubus","idaeus","Rosaceae"
"RUIDS2","RUME4","RUME4","Rubus melanolasius Dieck","Rubus","melanolasius","Rosaceae"
"RUIDS2","RUNE3","RUNE3","Rubus neglectus Peck","Rubus","neglectus","Rosaceae"
"RUIDS2","RUST","RUST","Rubus strigosus Michx.","Rubus","strigosus","Rosaceae"
"RUIDS2","RUSTA2","RUSTA2","Rubus strigosus Michx. var. acalyphaceus (Greene) L.H. Bailey","Rubus","strigosus","Rosaceae"
"RUIDS2","RUSTA3","RUSTA3","Rubus strigosus Michx. var. arizonicus (Greene) Kearney & Peebles","Rubus","strigosus","Rosaceae"
"RUIDS2","RUSTC2","RUSTC2","Rubus strigosus Michx. var. canadensis (Richardson) House","Rubus","strigosus","Rosaceae"
"RULA",NA,"RULA","Rubus laciniatus Willd.","Rubus","laciniatus","Rosaceae"
"RULA3",NA,"RULA3","Rudbeckia laciniata L.","Rudbeckia","laciniata","Asteraceae"
"RULAA",NA,"RULAA","Rudbeckia laciniata L. var. ampla (A. Nelson) Cronquist","Rudbeckia","laciniata","Asteraceae"
"RULAA","RUAM9","RUAM9","Rudbeckia ampla A. Nelson","Rudbeckia","ampla","Asteraceae"
"RULAA","RULAA2","RULAA2","Rudbeckia laciniata L. ssp. ampla (A. Nelson) W.A. Weber","Rudbeckia","laciniata","Asteraceae"
"RULAL",NA,"RULAL","Rudbeckia laciniata L. var. laciniata","Rudbeckia","laciniata","Asteraceae"
"RULAL","RULAH","RULAH","Rudbeckia laciniata L. var. hortensis L.H. Bailey","Rudbeckia","laciniata","Asteraceae"
"RUMA4",NA,"RUMA4","Rumex maritimus L.","Rumex","maritimus","Polygonaceae"
"RUMA4","RUFU3","RUFU3","Rumex fueginus Phil.","Rumex","fueginus","Polygonaceae"
"RUMA4","RUMAF","RUMAF","Rumex maritimus L. ssp. fueginus (Phil.) Hultén","Rumex","maritimus","Polygonaceae"
"RUMA4","RUMAA","RUMAA","Rumex maritimus L. var. athrix H. St. John","Rumex","maritimus","Polygonaceae"
"RUMA4","RUMAF2","RUMAF2","Rumex maritimus L. var. fueginus (Phil.) Dusén","Rumex","maritimus","Polygonaceae"
"RUMA4","RUMAP2","RUMAP2","Rumex maritimus L. var. persicarioides (L.) R.S. Mitchell","Rumex","maritimus","Polygonaceae"
"RUMA4","RUPE11","RUPE11","Rumex persicarioides L.","Rumex","persicarioides","Polygonaceae"
"RUMEX",NA,"RUMEX","Rumex L.","Rumex","L","Polygonaceae"
"RUMO9",NA,"RUMO9","Rudbeckia montana A. Gray","Rudbeckia","montana","Asteraceae"
"RUMO9","RUOCM","RUOCM","Rudbeckia occidentalis Nutt. var. montana (A. Gray) Perdue","Rudbeckia","occidentalis","Asteraceae"
"RUNE",NA,"RUNE","Rubus neomexicanus A. Gray","Rubus","neomexicanus","Rosaceae"
"RUNE","ORDEN2","ORDEN2","Oreobatus deliciosus (Torr.) James ssp. neomexicanus (A. Gray) W.A. Weber","Oreobatus","deliciosus","Rosaceae"
"RUNE","RUEX4","RUEX4","Rubus exrubicundus L.H. Bailey","Rubus","exrubicundus","Rosaceae"
"RUOB",NA,"RUOB","Rumex obtusifolius L.","Rumex","obtusifolius","Polygonaceae"
"RUOB","ACOB3","ACOB3","Acetosa oblongifolia (L.) Á. Löve & D. Löve","Acetosa","oblongifolia","Polygonaceae"
"RUOB","RUOBA","RUOBA","Rumex obtusifolius L. ssp. agrestis (Fr.) Danser","Rumex","obtusifolius","Polygonaceae"
"RUOB","RUOBS","RUOBS","Rumex obtusifolius L. ssp. sylvestris (Wallr.) Rech. f.","Rumex","obtusifolius","Polygonaceae"
"RUOB","RUOBS2","RUOBS2","Rumex obtusifolius L. var. sylvestris (Wallr.) Koch","Rumex","obtusifolius","Polygonaceae"
"RUOC",NA,"RUOC","Rubus occidentalis L.","Rubus","occidentalis","Rosaceae"
"RUOC","RUOCP2","RUOCP2","Rubus occidentalis L. var. pallidus L.H. Bailey","Rubus","occidentalis","Rosaceae"
"RUPA",NA,"RUPA","Rubus parviflorus Nutt.","Rubus","parviflorus","Rosaceae"
"RUPA5",NA,"RUPA5","Rumex patientia L.","Rumex","patientia","Polygonaceae"
"RUPA6",NA,"RUPA6","Rumex paucifolius Nutt.","Rumex","paucifolius","Polygonaceae"
"RUPAP",NA,"RUPAP","Rumex paucifolius Nutt. ssp. paucifolius","Rumex","paucifolius","Polygonaceae"
"RUPAP","ACPA6","ACPA6","Acetosella paucifolia (Nutt.) Á. Löve","Acetosella","paucifolia","Polygonaceae"
"RUPAP2",NA,"RUPAP2","Rubus parviflorus Nutt. var. parviflorus","Rubus","parviflorus","Rosaceae"
"RUPAP2","RUPA18","RUPA18","Rubacer parviflorus (Nutt.) Rydb.","Rubacer","parviflorus","Rosaceae"
"RUPAP2","RUPAB","RUPAB","Rubus parviflorus Nutt. var. bifarius Fernald","Rubus","parviflorus","Rosaceae"
"RUPAP2","RUPAG3","RUPAG3","Rubus parviflorus Nutt. var. grandiflorus Farw.","Rubus","parviflorus","Rosaceae"
"RUPAP2","RUPAH","RUPAH","Rubus parviflorus Nutt. var. heteradenius Fernald","Rubus","parviflorus","Rosaceae"
"RUPAP2","RUPAH2","RUPAH2","Rubus parviflorus Nutt. var. hypomalacus Fernald","Rubus","parviflorus","Rosaceae"
"RUPAP2","RUPAP3","RUPAP3","Rubus parviflorus Nutt. var. parvifolius (A. Gray) Fernald","Rubus","parviflorus","Rosaceae"
"RUPPI",NA,"RUPPI","Ruppia L.","Ruppia","L","Ruppiaceae"
"RUPU",NA,"RUPU","Rubus pubescens Raf.","Rubus","pubescens","Rosaceae"
"RUPUP2",NA,"RUPUP2","Rubus pubescens Raf. var. pubescens","Rubus","pubescens","Rosaceae"
"RUPUP2","CYPU12","CYPU12","Cylactis pubescens (Raf.) W.A. Weber","Cylactis","pubescens","Rosaceae"
"RUPUP2","RUTR9","RUTR9","Rubus triflorus Richardson","Rubus","triflorus","Rosaceae"
"RUSA",NA,"RUSA","Rumex salicifolius Weinm.","Rumex","salicifolius","Polygonaceae"
"RUSAD",NA,"RUSAD","Rumex salicifolius Weinm. var. denticulatus Torr.","Rumex","salicifolius","Polygonaceae"
"RUSAD","RUCA8","RUCA8","Rumex californicus Rech. f.","Rumex","californicus","Polygonaceae"
"RUSAD","RUMES","RUMES","Rumex mexicanus Meisn. var. strictus M. Peck","Rumex","mexicanus","Polygonaceae"
"RUSAD","RUSAM2","RUSAM2","Rumex salicifolius Weinm. var. montigenitus Jeps.","Rumex","salicifolius","Polygonaceae"
"RUSAD","RUUT","RUUT","Rumex utahensis Rech. f.","Rumex","utahensis","Polygonaceae"
"RUSAM",NA,"RUSAM","Rumex salicifolius Weinm. var. mexicanus (Meisn.) C.L. Hitchc.","Rumex","salicifolius","Polygonaceae"
"RUSAM","RUME2","RUME2","Rumex mexicanus Meisn.","Rumex","mexicanus","Polygonaceae"
"RUSAM","RUMEA","RUMEA","Rumex mexicanus Meisn. var. angustifolius (Meisn.) B. Boivin","Rumex","mexicanus","Polygonaceae"
"RUSAM","RUMES3","RUMES3","Rumex mexicanus Meisn. var. subarcticus (Lepage) B. Boivin","Rumex","mexicanus","Polygonaceae"
"RUSAM","RUQU3","RUQU3","Rumex quadrangulivalvis (Danser) Rech. f.","Rumex","quadrangulivalvis","Polygonaceae"
"RUSAM","RUSAT2","RUSAT2","Rumex salicifolius Weinm. ssp. triangulivalvis Danser","Rumex","salicifolius","Polygonaceae"
"RUSAM","RUSAT3","RUSAT3","Rumex salicifolius Weinm. var. triangulivalvis (Danser) C.L. Hitchc.","Rumex","salicifolius","Polygonaceae"
"RUSAM","RUSU14","RUSU14","Rumex subarcticus LePage","Rumex","subarcticus","Polygonaceae"
"RUSAM","RUTR3","RUTR3","Rumex triangulivalvis (Danser) Rech. f.","Rumex","triangulivalvis","Polygonaceae"
"RUSAM","RUTRO","RUTRO","Rumex triangulivalvis (Danser) Rech. f. var. oreolapathum Rech. f.","Rumex","triangulivalvis","Polygonaceae"
"RUST4",NA,"RUST4","Rumex stenophyllus Ledeb.","Rumex","stenophyllus","Polygonaceae"
"RUTR2",NA,"RUTR2","Rudbeckia triloba L.","Rudbeckia","triloba","Asteraceae"
"RUTRT",NA,"RUTRT","Rudbeckia triloba L. var. triloba","Rudbeckia","triloba","Asteraceae"
"RUVE2",NA,"RUVE2","Rumex venosus Pursh","Rumex","venosus","Polygonaceae"
"SAAD",NA,"SAAD","Saxifraga adscendens L.","Saxifraga","adscendens","Saxifragaceae"
"SAADO2",NA,"SAADO2","Saxifraga adscendens L. ssp. oregonensis (Raf.) Bacig.","Saxifraga","adscendens","Saxifragaceae"
"SAADO2","MUAD","MUAD","Muscaria adscendens (L.) Small p.p.","Muscaria","adscendens","Saxifragaceae"
"SAADO2","SAADO","SAADO","Saxifraga adscendens L. var. oregonensis (Raf.) Breitung","Saxifraga","adscendens","Saxifragaceae"
"SAAE",NA,"SAAE","Salvia aethiopis L.","Salvia","aethiopis","Lamiaceae"
"SAAL2",NA,"SAAL2","Salix alba L.","Salix","alba","Salicaceae"
"SAAL2","SAALC2","SAALC2","Salix alba L. ssp. caerulea (Sm.) Rech. f.","Salix","alba","Salicaceae"
"SAAL2","SAALV2","SAALV2","Salix alba L. ssp. vitellina (L.) Arcang.","Salix","alba","Salicaceae"
"SAAL2","SAALC","SAALC","Salix alba L. var. caerulea (Sm.) Sm.","Salix","alba","Salicaceae"
"SAAL2","SAALC3","SAALC3","Salix alba L. var. calva G. Mey.","Salix","alba","Salicaceae"
"SAAL2","SAALV","SAALV","Salix alba L. var. vitellina (L.) Stokes","Salix","alba","Salicaceae"
"SAAL2","SAVI80","SAVI80","Salix vitellina L.","Salix","vitellina","Salicaceae"
"SAAM2",NA,"SAAM2","Salix amygdaloides Andersson","Salix","amygdaloides","Salicaceae"
"SAAM2","SAAMW","SAAMW","Salix amygdaloides Andersson var. wrightii (Andersson) C.K. Schneid.","Salix","amygdaloides","Salicaceae"
"SAAM2","SANIA","SANIA","Salix nigra Marshall var. amygdaloides (Andersson) Andersson","Salix","nigra","Salicaceae"
"SAAM2","SANIW","SANIW","Salix nigra Marshall var. wrightii (Andersson) Andersson","Salix","nigra","Salicaceae"
"SAAM2","SAWR3","SAWR3","Salix wrightii Andersson","Salix","wrightii","Salicaceae"
"SAAP",NA,"SAAP","Sagina apetala Ard.","Sagina","apetala","Caryophyllaceae"
"SAAP","SAAPB","SAAPB","Sagina apetala Ard. var. barbata Fenzl","Sagina","apetala","Caryophyllaceae"
"SAAR14",NA,"SAAR14","Salix arizonica Dorn","Salix","arizonica","Salicaceae"
"SAAZ",NA,"SAAZ","Salvia azurea Michx. ex Lam.","Salvia","azurea","Lamiaceae"
"SAAZG",NA,"SAAZG","Salvia azurea Michx. ex Lam. var. grandiflora Benth.","Salvia","azurea","Lamiaceae"
"SAAZG","SAAZI","SAAZI","Salvia azurea Michx. ex Lam. ssp. intermedia Epling","Salvia","azurea","Lamiaceae"
"SAAZG","SAAZP","SAAZP","Salvia azurea Michx. ex Lam. ssp. pitcheri (Torr. ex Benth.) Epling","Salvia","azurea","Lamiaceae"
"SAAZG","SAPI3","SAPI3","Salvia pitcheri Torr. ex Benth.","Salvia","pitcheri","Lamiaceae"
"SABA3",NA,"SABA3","Salix barclayi Andersson","Salix","barclayi","Salicaceae"
"SABA3","SABAA","SABAA","Salix barclayi Andersson var. angustifolia (Andersson) Andersson ex C.K. Schneid.","Salix","barclayi","Salicaceae"
"SABA3","SABAC","SABAC","Salix barclayi Andersson var. conjuncta (Bebb) C.R. Ball ex C.K. Schneid.","Salix","barclayi","Salicaceae"
"SABA3","SACO21","SACO21","Salix conjuncta Bebb","Salix","conjuncta","Salicaceae"
"SABA3","SAHO6","SAHO6","Salix hoyeriana Dieck","Salix","hoyeriana","Salicaceae"
"SABA3","SAPYH","SAPYH","Salix pyrolifolia Andersson var. hoyeriana (Dieck) Dippel","Salix","pyrolifolia","Salicaceae"
"SABA3","SARE15","SARE15","Salix regelii Andersson","Salix","regelii","Salicaceae"
"SABE2",NA,"SABE2","Salix bebbiana Sarg.","Salix","bebbiana","Salicaceae"
"SABE2","SABEC","SABEC","Salix bebbiana Sarg. var. capreifolia (Fernald) Fernald","Salix","bebbiana","Salicaceae"
"SABE2","SABED","SABED","Salix bebbiana Sarg. var. depilis Raup","Salix","bebbiana","Salicaceae"
"SABE2","SABEL","SABEL","Salix bebbiana Sarg. var. luxurians (Fernald) Fernald","Salix","bebbiana","Salicaceae"
"SABE2","SABEP","SABEP","Salix bebbiana Sarg. var. perrostrata (Rydb.) C.K. Schneid.","Salix","bebbiana","Salicaceae"
"SABE2","SABEP2","SABEP2","Salix bebbiana Sarg. var. projecta (Fernald) C.K. Schneid.","Salix","bebbiana","Salicaceae"
"SABE2","SADER","SADER","Salix depressa L. ssp. rostrata (Richardson) Hiitonen","Salix","depressa","Salicaceae"
"SABE2","SALIO","SALIO","Salix livida Wahlenb. var. occidentalis (Andersson) A. Gray","Salix","livida","Salicaceae"
"SABE2","SALIR","SALIR","Salix livida Wahlenb. var. rostrata (Richardson) Dippel","Salix","livida","Salicaceae"
"SABE2","SAPE20","SAPE20","Salix perrostrata Rydb.","Salix","perrostrata","Salicaceae"
"SABE2","SARO6","SARO6","Salix rostrata Richardson, non Thuill.","Salix","rostrata","Salicaceae"
"SABE2","SAROC","SAROC","Salix rostrata Richardson var. capreifolia Fernald","Salix","rostrata","Salicaceae"
"SABE2","SAROL","SAROL","Salix rostrata Richardson var. luxurians Fernald","Salix","rostrata","Salicaceae"
"SABE2","SAROP","SAROP","Salix rostrata Richardson var. perrostrata (Rydb.) Fernald","Salix","rostrata","Salicaceae"
"SABE2","SAROP2","SAROP2","Salix rostrata Richardson var. projecta Fernald","Salix","rostrata","Salicaceae"
"SABE2","SASTB","SASTB","Salix starkeana Willd. ssp. bebbiana (Sarg.) Youngberg","Salix","starkeana","Salicaceae"
"SABE2","SAVAO","SAVAO","Salix vagans Hook. f. ex Andersson var. occidentalis Andersson","Salix","vagans","Salicaceae"
"SABE2","SAVAR","SAVAR","Salix vagans Hook. f. ex Andersson var. rostrata (Richardson) Andersson","Salix","vagans","Salicaceae"
"SABO2",NA,"SABO2","Salix boothii Dorn","Salix","boothii","Salicaceae"
"SABO2","SACU7","SACU7","Salix curtiflora auct. non Andersson","Salix","curtiflora","Salicaceae"
"SABO2","SAMY4","SAMY4","Salix myrtillifolia auct. non Andersson","Salix","myrtillifolia","Salicaceae"
"SABO2","SAMYC2","SAMYC2","Salix myrtillifolia Andersson var. curtiflora auct. non (Andersson) Bebb ex Rose","Salix","myrtillifolia","Salicaceae"
"SABO2","SANO2","SANO2","Salix novae-angliae auct. non Andersson","Salix","novae","Salicaceae"
"SABO2","SAPS3","SAPS3","Salix pseudocordata auct. non (Andersson) Rydb.","Salix","pseudocordata","Salicaceae"
"SABO2","SAPSA","SAPSA","Salix pseudocordata (Andersson) Rydb. var. aequalis (Andersson) C.R. Ball ex C.K. Schneid.","Salix","pseudocordata","Salicaceae"
"SABO2","SAPS5","SAPS5","Salix pseudomyrsinites auct. non Andersson","Salix","pseudomyrsinites","Salicaceae"
"SABO2","SAPSA2","SAPSA2","Salix pseudomyrsinites Andersson var. aequalis (Andersson) Andersson ex C.R. Ball","Salix","pseudomyrsinites","Salicaceae"
"SABR",NA,"SABR","Salix brachycarpa Nutt.","Salix","brachycarpa","Salicaceae"
"SABR6",NA,"SABR6","Saxifraga bronchialis L.","Saxifraga","bronchialis","Saxifragaceae"
"SABR8",NA,"SABR8","Sagittaria brevirostra Mack. & Bush","Sagittaria","brevirostra","Alismataceae"
"SABR8","SAENB2","SAENB2","Sagittaria engelmanniana J.G. Sm. ssp. brevirostra (Mack. & Bush) Bogin","Sagittaria","engelmanniana","Alismataceae"
"SABRA2",NA,"SABRA2","Saxifraga bronchialis L. ssp. austromontana (Wiegand) Piper","Saxifraga","bronchialis","Saxifragaceae"
"SABRA2","CIAU3","CIAU3","Ciliaria austromontana (Wiegand) W.A. Weber","Ciliaria","austromontana","Saxifragaceae"
"SABRA2","SAAU7","SAAU7","Saxifraga austromontana Wiegand","Saxifraga","austromontana","Saxifragaceae"
"SABRA2","SABRA","SABRA","Saxifraga bronchialis L. var. austromontana (Wiegand) Piper ex G.N. Jones","Saxifraga","bronchialis","Saxifragaceae"
"SABRB7",NA,"SABRB7","Salix brachycarpa Nutt. var. brachycarpa","Salix","brachycarpa","Salicaceae"
"SABRB7","SABRB6","SABRB6","Salix brachycarpa Nutt. ssp. brachycarpa","Salix","brachycarpa","Salicaceae"
"SABRB7","SABRA3","SABRA3","Salix brachycarpa Nutt. var. alticola E.H. Kelso","Salix","brachycarpa","Salicaceae"
"SABRB7","SABRA4","SABRA4","Salix brachycarpa Nutt. var. antimima (C.K. Schneid.) Raup","Salix","brachycarpa","Salicaceae"
"SABRB7","SABRG","SABRG","Salix brachycarpa Nutt. var. glabellicarpa C.K. Schneid.","Salix","brachycarpa","Salicaceae"
"SABRB7","SABRS","SABRS","Salix brachycarpa Nutt. var. sansonii C.R. Ball","Salix","brachycarpa","Salicaceae"
"SABRB7","SACHA","SACHA","Salix chlorolepis Fernald var. antimima C.K. Schneid.","Salix","chlorolepis","Salicaceae"
"SABRB7","SADEF","SADEF","Salix desertorum Richardson var. fruticulosa Andersson","Salix","desertorum","Salicaceae"
"SABRB7","SADES2","SADES2","Salix desertorum Richardson var. stricta Andersson","Salix","desertorum","Salicaceae"
"SABRB7","SAST10","SAST10","Salix stricta (Andersson) Rydb.","Salix","stricta","Salicaceae"
"SACA21",NA,"SACA21","Sagittaria calycina Engelm.","Sagittaria","calycina","Alismataceae"
"SACA37",NA,"SACA37","Salix calcicola Fernald & Wiegand","Salix","calcicola","Salicaceae"
"SACA37","SACAG5","SACAG5","Salix calcicola Fernald & Wiegand var. glandulosior B. Boivin","Salix","calcicola","Salicaceae"
"SACA37","SACAN3","SACAN3","Salix calcicola Fernald & Wiegand var. nicholsiana Polunin","Salix","calcicola","Salicaceae"
"SACA37","SALAC2","SALAC2","Salix lanata L. ssp. calcicola (Fernald & Wiegand) Hultén","Salix","lanata","Salicaceae"
"SACA37","SARIM","SARIM","Salix richardsonii Hook. var. macouniana Bebb","Salix","richardsonii","Salicaceae"
"SACA4",NA,"SACA4","Salix candida Flueggé ex Willd.","Salix","candida","Salicaceae"
"SACA4","SACAD","SACAD","Salix candida Flueggé ex Willd. var. denudata Andersson","Salix","candida","Salicaceae"
"SACA4","SACAT2","SACAT2","Salix candida Flueggé ex Willd. var. tomentosa Andersson","Salix","candida","Salicaceae"
"SACA4","SACA34","SACA34","Salix candidula Nieuwl.","Salix","candidula","Salicaceae"
"SACA50",NA,"SACA50","Saxifraga caespitosa L.","Saxifraga","caespitosa","Saxifragaceae"
"SACA50","SACE4","SACE4","Saxifraga cespitosa L., orth. var.","Saxifraga","cespitosa","Saxifragaceae"
"SACA6",NA,"SACA6","Salix cascadensis Cockerell","Salix","cascadensis","Salicaceae"
"SACA6","SABRT2","SABRT2","Salix brownii (Andersson) Bebb var. tenera (Andersson) M.E. Jones","Salix","brownii","Salicaceae"
"SACA6","SACAT3","SACAT3","Salix cascadensis Cockerell var. thompsonii Brayshaw","Salix","cascadensis","Salicaceae"
"SACA6","SATE6","SATE6","Salix tenera Andersson","Salix","tenera","Salicaceae"
"SACAC",NA,"SACAC","Sagittaria calycina Engelm. var. calycina","Sagittaria","calycina","Alismataceae"
"SACAC","LOCA11","LOCA11","Lophotocarpus californicus J.G. Sm.","Lophotocarpus","californicus","Alismataceae"
"SACAC","LOCA12","LOCA12","Lophotocarpus calycinus (Engelm.) J.G. Sm.","Lophotocarpus","calycinus","Alismataceae"
"SACAC","LODE3","LODE3","Lophotocarpus depauperatus J.G. Sm.","Lophotocarpus","depauperatus","Alismataceae"
"SACAC","SAMOC2","SAMOC2","Sagittaria montevidensis Cham. & Schltdl. ssp. calycina (Engelm.) Bogin","Sagittaria","montevidensis","Alismataceae"
"SACAD2",NA,"SACAD2","Saxifraga caespitosa L. ssp. delicatula (Small) A.E. Porsild","Saxifraga","caespitosa","Saxifragaceae"
"SACAD2","MUDE4","MUDE4","Muscaria delicatula Small","Muscaria","delicatula","Saxifragaceae"
"SACAD2","SACED","SACED","Saxifraga cespitosa L. ssp. delicatula (Small) A.E. Porsild, orth. var.","Saxifraga","cespitosa","Saxifragaceae"
"SACAM2",NA,"SACAM2","Saxifraga caespitosa L. ssp. monticola (Small) A.E. Porsild","Saxifraga","caespitosa","Saxifragaceae"
"SACAM2","MUMI3","MUMI3","Muscaria micropetala Small","Muscaria","micropetala","Saxifragaceae"
"SACAM2","MUMO3","MUMO3","Muscaria monticola Small","Muscaria","monticola","Saxifragaceae"
"SACAM2","SACAM3","SACAM3","Saxifraga caespitosa L. var. minima Blank.","Saxifraga","caespitosa","Saxifragaceae"
"SACAM2","SACEM2","SACEM2","Saxifraga cespitosa L. ssp. monticola (Small) A.E. Porsild, orth. var.","Saxifraga","cespitosa","Saxifragaceae"
"SACAM2","SACEM","SACEM","Saxifraga cespitosa L. var. minima Blank., orth. var.","Saxifraga","cespitosa","Saxifragaceae"
"SACAM2","SAMI19","SAMI19","Saxifraga micropetala (Small) Fedde","Saxifraga","micropetala","Saxifragaceae"
"SACAM2","SAMO11","SAMO11","Saxifraga monticola (Small) Á. Löve & D. Löve","Saxifraga","monticola","Saxifragaceae"
"SACCH",NA,"SACCH","Saccharum L.","Saccharum","L","Poaceae"
"SACE2",NA,"SACE2","Saxifraga cernua L.","Saxifraga","cernua","Saxifragaceae"
"SACE2","SACEE4","SACEE4","Saxifraga cernua L. var. exilioides Polunin","Saxifraga","cernua","Saxifragaceae"
"SACH4",NA,"SACH4","Saxifraga chrysantha A. Gray","Saxifraga","chrysantha","Saxifragaceae"
"SACH4","HISEC","HISEC","Hirculus serpyllifolius (Pursh) W.A. Weber ssp. chrysanthus (A. Gray) W.A. Weber","Hirculus","serpyllifolius","Saxifragaceae"
"SACH4","SASEC","SASEC","Saxifraga serpyllifolia Pursh ssp. chrysantha (A. Gray) W.A. Weber","Saxifraga","serpyllifolia","Saxifragaceae"
"SACH4","SASEC2","SASEC2","Saxifraga serpyllifolia Pursh var. chrysantha (A. Gray) Dorn","Saxifraga","serpyllifolia","Saxifragaceae"
"SACO8",NA,"SACO8","Salsola collina Pall.","Salsola","collina","Chenopodiaceae"
