"SYMBOL","SYNONYM_SYMBOL","JOIN_SYMBOL","FULL_NAME","GENUS","SPECIES","FAMILY"
"LUAL5","LUARP2","LUARP2","Lupinus argenteus Pursh var. prati-harti C.P. Sm.","Lupinus","argenteus","Fabaceae"
"LUAL5","LUARS8","LUARS8","Lupinus argenteus Pursh var. submanens C.P. Sm.","Lupinus","argenteus","Fabaceae"
"LUAL5","LUARW2","LUARW2","Lupinus argenteus Pursh var. wallianus C.P. Sm.","Lupinus","argenteus","Fabaceae"
"LUAL5","LUCA19","LUCA19","Lupinus calcicola C.P. Sm.","Lupinus","calcicola","Fabaceae"
"LUAL5","LUCA18","LUCA18","Lupinus capitisamniculi C.P. Sm.","Lupinus","capitisamniculi","Fabaceae"
"LUAL5","LUCL2","LUCL2","Lupinus clokeyanus C.P. Sm.","Lupinus","clokeyanus","Fabaceae"
"LUAL5","LUFL7","LUFL7","Lupinus flavopinum C.P. Sm.","Lupinus","flavopinum","Fabaceae"
"LUAL5","LUJU","LUJU","Lupinus junipericola C.P. Sm.","Lupinus","junipericola","Fabaceae"
"LUAL5","LULA8","LULA8","Lupinus lariversianus C.P. Sm.","Lupinus","lariversianus","Fabaceae"
"LUAL5","LULA10","LULA10","Lupinus laxus Rydb.","Lupinus","laxus","Fabaceae"
"LUAL5","LUMA5","LUMA5","Lupinus macounii Rydb.","Lupinus","macounii","Fabaceae"
"LUAL5","LUPA9","LUPA9","Lupinus patulipes C.P. Sm.","Lupinus","patulipes","Fabaceae"
"LUAL5","LUPO4","LUPO4","Lupinus populorum C.P. Sm.","Lupinus","populorum","Fabaceae"
"LUAL5","LUPU3","LUPU3","Lupinus pulcherrimus Rydb.","Lupinus","pulcherrimus","Fabaceae"
"LUAL5","LUSI4","LUSI4","Lupinus siccosilvae C.P. Sm.","Lupinus","siccosilvae","Fabaceae"
"LUAL5","LUTR3","LUTR3","Lupinus trainianus C.P. Sm.","Lupinus","trainianus","Fabaceae"
"LUAM",NA,"LUAM","Lupinus ammophilus Greene","Lupinus","ammophilus","Fabaceae"
"LUAM","LUPOA","LUPOA","Lupinus polyphyllus Lindl. var. ammophilus (Greene) Barneby","Lupinus","polyphyllus","Fabaceae"
"LUAN",NA,"LUAN","Lunaria annua L.","Lunaria","annua","Brassicaceae"
"LUAR3",NA,"LUAR3","Lupinus argenteus Pursh","Lupinus","argenteus","Fabaceae"
"LUARA11",NA,"LUARA11","Lupinus argenteus Pursh ssp. argenteus var. argenteus","Lupinus","argenteus","Fabaceae"
"LUARA11","LUARD","LUARD","Lupinus argenteus Pursh var. decumbens (Torr.) S. Watson","Lupinus","argenteus","Fabaceae"
"LUARA11","LUCO9","LUCO9","Lupinus corymbosus A. Heller","Lupinus","corymbosus","Fabaceae"
"LUARA11","LUDE10","LUDE10","Lupinus decumbens Torr.","Lupinus","decumbens","Fabaceae"
"LUARA11","LUFO3","LUFO3","Lupinus foliosus (Torr. & A. Gray) Nutt. ex Hook.","Lupinus","foliosus","Fabaceae"
"LUARA11","LUGA4","LUGA4","Lupinus garrettianus C.P. Sm.","Lupinus","garrettianus","Fabaceae"
"LUARA11","LULAC4","LULAC4","Lupinus laxiflorus Douglas ex Lindl. var. corymbosus (A. Heller) Jeps.","Lupinus","laxiflorus","Fabaceae"
"LUARA11","LULAF","LULAF","Lupinus laxiflorus Douglas ex Lindl. var. foliosus Torr. & A. Gray","Lupinus","laxiflorus","Fabaceae"
"LUARA11","LUSI","LUSI","Lupinus sitgreavesii S. Watson","Lupinus","sitgreavesii","Fabaceae"
"LUARA5",NA,"LUARA5","Lupinus argenteus Pursh ssp. argenteus","Lupinus","argenteus","Fabaceae"
"LUARI",NA,"LUARI","Lupinus argenteus Pursh ssp. ingratus (Greene) Harmon","Lupinus","argenteus","Fabaceae"
"LUARI","LUIN4","LUIN4","Lupinus ingratus Greene","Lupinus","ingratus","Fabaceae"
"LUARL5",NA,"LUARL5","Lupinus argenteus Pursh ssp. argenteus var. laxiflorus (Douglas ex Lindl.) Dorn","Lupinus","argenteus","Fabaceae"
"LUARL5","LUARS7","LUARS7","Lupinus argenteus Pursh var. stenophyllus (Rydb.) R.J. Davis","Lupinus","argenteus","Fabaceae"
"LUARL5","LUART","LUART","Lupinus argenteus Pursh var. tenellus (Douglas ex G. Don) D. Dunn","Lupinus","argenteus","Fabaceae"
"LUARL5","LUCA7","LUCA7","Lupinus cariciformes C.P. Sm.","Lupinus","cariciformes","Fabaceae"
"LUARL5","LUCH3","LUCH3","Lupinus charlestonensis C.P. Sm.","Lupinus","charlestonensis","Fabaceae"
"LUARL5","LUCL","LUCL","Lupinus clarkensis C.P. Sm.","Lupinus","clarkensis","Fabaceae"
"LUARL5","LUED","LUED","Lupinus edward-palmeri C.P. Sm.","Lupinus","edward","Fabaceae"
"LUARL5","LUFOS","LUFOS","Lupinus foliosus (Torr. & A. Gray) Nutt. ex Hook. var. stenophyllus Nutt.","Lupinus","foliosus","Fabaceae"
"LUARL5","LUFR","LUFR","Lupinus fremontensis C.P. Sm.","Lupinus","fremontensis","Fabaceae"
"LUARL5","LUHU3","LUHU3","Lupinus hullianus C.P. Sm.","Lupinus","hullianus","Fabaceae"
"LUARL5","LULA14","LULA14","Lupinus lanatocarinatus C.P. Sm.","Lupinus","lanatocarinatus","Fabaceae"
"LUARL5","LULA3","LULA3","Lupinus laxiflorus Douglas ex Lindl.","Lupinus","laxiflorus","Fabaceae"
"LUARL5","LULAT","LULAT","Lupinus laxiflorus Douglas ex Lindl. var. tenellus (Douglas ex G. Don) Torr. & A. Gray","Lupinus","laxiflorus","Fabaceae"
"LUARL5","LUMO8","LUMO8","Lupinus montis-cookii C.P. Sm.","Lupinus","montis","Fabaceae"
"LUARL5","LUST7","LUST7","Lupinus stenophyllus (Nutt.) Rydb.","Lupinus","stenophyllus","Fabaceae"
"LUARL5","LUTE3","LUTE3","Lupinus tenellus Douglas ex G. Don","Lupinus","tenellus","Fabaceae"
"LUARL5","LUTE4","LUTE4","Lupinus tenellus Douglas ex J. Agardh, nom. inq.","Lupinus","tenellus","Fabaceae"
"LUARM3",NA,"LUARM3","Lupinus argenteus Pursh ssp. moabensis D. Dunn & Harmon","Lupinus","argenteus","Fabaceae"
"LUARM3","LUARM2","LUARM2","Lupinus argenteus Pursh var. moabensis (D. Dunn & Harmon) S.L. Welsh","Lupinus","argenteus","Fabaceae"
"LUARR",NA,"LUARR","Lupinus argenteus Pursh ssp. rubricaulis (Greene) Hess & D. Dunn","Lupinus","argenteus","Fabaceae"
"LUARR","LUARR2","LUARR2","Lupinus argenteus Pursh var. rubricaulis (Greene) S.L. Welsh","Lupinus","argenteus","Fabaceae"
"LUARR","LUCAR","LUCAR","Lupinus caudatus Kellogg var. rubricaulis (Greene) C.P. Sm.","Lupinus","caudatus","Fabaceae"
"LUARR","LURU5","LURU5","Lupinus rubricaulis Greene","Lupinus","rubricaulis","Fabaceae"
"LUARS3",NA,"LUARS3","Lupinus argenteus Pursh ssp. spathulatus (Rydb.) Hess & D. Dunn","Lupinus","argenteus","Fabaceae"
"LUARS3","LUAL9","LUAL9","Lupinus alsophilus Greene","Lupinus","alsophilus","Fabaceae"
"LUARS3","LUARA15","LUARA15","Lupinus argenteus Pursh var. argentatus (Rydb.) Barneby","Lupinus","argenteus","Fabaceae"
"LUARS3","LUARB3","LUARB3","Lupinus argenteus Pursh var. boreus (C.P. Sm.) S.L. Welsh","Lupinus","argenteus","Fabaceae"
"LUARS3","LUSP8","LUSP8","Lupinus spathulatus Rydb.","Lupinus","spathulatus","Fabaceae"
"LUARS3","LUSPB","LUSPB","Lupinus spathulatus Rydb. var. boreus C.P. Sm.","Lupinus","spathulatus","Fabaceae"
"LUBA3",NA,"LUBA3","Lupinus bakeri Greene","Lupinus","bakeri","Fabaceae"
"LUBAA",NA,"LUBAA","Lupinus bakeri Greene ssp. amplus (Greene) Fleak & D. Dunn","Lupinus","bakeri","Fabaceae"
"LUBAA","LUAM6","LUAM6","Lupinus amplus Greene","Lupinus","amplus","Fabaceae"
"LUBAA","LUCO11","LUCO11","Lupinus comatus Rydb.","Lupinus","comatus","Fabaceae"
"LUBAA","LUHA4","LUHA4","Lupinus habrocomus Greene","Lupinus","habrocomus","Fabaceae"
"LUBAB",NA,"LUBAB","Lupinus bakeri Greene ssp. bakeri","Lupinus","bakeri","Fabaceae"
"LUBAB","LUAR10","LUAR10","Lupinus arcenthinus Greene","Lupinus","arcenthinus","Fabaceae"
"LUBAB","LUDI3","LUDI3","Lupinus dichrous Greene","Lupinus","dichrous","Fabaceae"
"LUBR2",NA,"LUBR2","Lupinus brevicaulis S. Watson","Lupinus","brevicaulis","Fabaceae"
"LUBR2","LUDI5","LUDI5","Lupinus dispersus A. Heller","Lupinus","dispersus","Fabaceae"
"LUBR2","LUSC2","LUSC2","Lupinus scaposus Rydb.","Lupinus","scaposus","Fabaceae"
"LUCA",NA,"LUCA","Lupinus caudatus Kellogg","Lupinus","caudatus","Fabaceae"
"LUCA3",NA,"LUCA3","Lupinus caespitosus Nutt.","Lupinus","caespitosus","Fabaceae"
"LUCAA",NA,"LUCAA","Lupinus caudatus Kellogg ssp. argophyllus (A. Gray) L. Phillips","Lupinus","caudatus","Fabaceae"
"LUCAA","LUAD3","LUAD3","Lupinus aduncus Greene","Lupinus","aduncus","Fabaceae"
"LUCAA","LUARA16","LUARA16","Lupinus argenteus Pursh var. argophyllus (A. Gray) S. Watson","Lupinus","argenteus","Fabaceae"
"LUCAA","LUAR13","LUAR13","Lupinus argophyllus (A. Gray) Cockerell","Lupinus","argophyllus","Fabaceae"
"LUCAA","LUCAA2","LUCAA2","Lupinus caudatus Kellogg var. argophyllus (A. Gray) S.L. Welsh","Lupinus","caudatus","Fabaceae"
"LUCAA","LUDEA3","LUDEA3","Lupinus decumbens Torr. var. argophyllus A. Gray","Lupinus","decumbens","Fabaceae"
"LUCAA","LUHE","LUHE","Lupinus helleri Greene","Lupinus","helleri","Fabaceae"
"LUCAA","LULAA2","LULAA2","Lupinus laxiflorus Douglas ex Lindl. var. argophyllus (A. Gray) M.E. Jones","Lupinus","laxiflorus","Fabaceae"
"LUCAC2",NA,"LUCAC2","Lupinus caespitosus Nutt. var. caespitosus","Lupinus","caespitosus","Fabaceae"
"LUCAC2","LULEC3","LULEC3","Lupinus lepidus Douglas ex Lindl. ssp. caespitosus (Nutt.) Detling","Lupinus","lepidus","Fabaceae"
"LUCAC2","LUMA11","LUMA11","Lupinus marleanus C.P. Sm.","Lupinus","marleanus","Fabaceae"
"LUCAC3",NA,"LUCAC3","Lupinus caudatus Kellogg ssp. caudatus","Lupinus","caudatus","Fabaceae"
"LUCAC3","LUARH4","LUARH4","Lupinus argenteus Pursh var. heteranthus (S. Watson) Barneby","Lupinus","argenteus","Fabaceae"
"LUCAC3","LUARU2","LUARU2","Lupinus argenteus Pursh var. utahensis (S. Watson) Barneby","Lupinus","argenteus","Fabaceae"
"LUCAC3","LUAR14","LUAR14","Lupinus argentinus Rydb.","Lupinus","argentinus","Fabaceae"
"LUCAC3","LUCAS3","LUCAS3","Lupinus caudatus Kellogg var. subtenellus C.P. Sm.","Lupinus","caudatus","Fabaceae"
"LUCAC3","LUCAU2","LUCAU2","Lupinus caudatus Kellogg var. utahensis (S. Watson) S.L. Welsh","Lupinus","caudatus","Fabaceae"
"LUCAC3","LUGA3","LUGA3","Lupinus gayophytophilus C.P. Sm.","Lupinus","gayophytophilus","Fabaceae"
"LUCAC3","LUHOU","LUHOU","Lupinus holosericeus Nutt. var. utahensis S. Watson","Lupinus","holosericeus","Fabaceae"
"LUCAC3","LULU5","LULU5","Lupinus lupinus Rydb., nom. inval.","Lupinus","lupinus","Fabaceae"
"LUCAC3","LUMEH","LUMEH","Lupinus meionanthus A. Gray var. heteranthus S. Watson","Lupinus","meionanthus","Fabaceae"
"LUCAC3","LUMO9","LUMO9","Lupinus montis-lieratatis C.P. Sm.","Lupinus","montis","Fabaceae"
"LUCAC3","LURO3","LURO3","Lupinus rosei Eastw.","Lupinus","rosei","Fabaceae"
"LUCAC3","LUST6","LUST6","Lupinus stinchfieldiae C.P. Sm.","Lupinus","stinchfieldiae","Fabaceae"
"LUCAC3","LUUT","LUUT","Lupinus utahensis Moldenke p.p.","Lupinus","utahensis","Fabaceae"
"LUCAU",NA,"LUCAU","Lupinus caespitosus Nutt. var. utahensis (S. Watson) Cox","Lupinus","caespitosus","Fabaceae"
"LUCAU","LUAM4","LUAM4","Lupinus amniculi-cervi C.P. Sm.","Lupinus","amniculi","Fabaceae"
"LUCAU","LUARU3","LUARU3","Lupinus aridus Douglas var. utahensis S. Watson","Lupinus","aridus","Fabaceae"
"LUCAU","LULEU2","LULEU2","Lupinus lepidus Douglas ex Lindl. var. utahensis (S. Watson) C.L. Hitchc.","Lupinus","lepidus","Fabaceae"
"LUCAU","LUPS","LUPS","Lupinus psoralioides Pollard","Lupinus","psoralioides","Fabaceae"
"LUCAU","LUSI6","LUSI6","Lupinus sinus-meyersi C.P. Sm.","Lupinus","sinus","Fabaceae"
"LUCAU","LUWA2","LUWA2","Lupinus watsonii A. Heller","Lupinus","watsonii","Fabaceae"
"LUCO6",NA,"LUCO6","Luzula comosa E. Mey.","Luzula","comosa","Juncaceae"
"LUCO6","LUCAM4","LUCAM4","Luzula campestris (L.) DC. var. macrantha (S. Watson) Fernald & Wiegand","Luzula","campestris","Juncaceae"
"LUCO6","LUCOL","LUCOL","Luzula comosa E. Mey. var. laxa Buchenau","Luzula","comosa","Juncaceae"
"LUCO6","LUCOM","LUCOM","Luzula comosa E. Mey. var. macrantha S. Watson","Luzula","comosa","Juncaceae"
"LUCO6","LUCOS3","LUCOS3","Luzula comosa E. Mey. var. subsessilis S. Watson","Luzula","comosa","Juncaceae"
"LUCO6","LUMUC2","LUMUC2","Luzula multiflora (Ehrh.) Lej. ssp. comosa (E. Mey.) Hultén","Luzula","multiflora","Juncaceae"
"LUCO6","LUMUC5","LUMUC5","Luzula multiflora (Ehrh.) Lej. var. comosa (E. Mey.) Fernald & Wiegand","Luzula","multiflora","Juncaceae"
"LUCO6","LUSU8","LUSU8","Luzula subsessilis (S. Watson) Buchenau","Luzula","subsessilis","Juncaceae"
"LUCR2",NA,"LUCR2","Lupinus crassus Payson","Lupinus","crassus","Fabaceae"
"LUCR2","LUAMC","LUAMC","Lupinus ammophilus Greene var. crassus (Payson) Isely","Lupinus","ammophilus","Fabaceae"
"LUDE3",NA,"LUDE3","Lupinus depressus Rydb.","Lupinus","depressus","Fabaceae"
"LUDE3","LUARD2","LUARD2","Lupinus argenteus Pursh var. depressus (Rydb.) C.L. Hitchc.","Lupinus","argenteus","Fabaceae"
"LUDWI",NA,"LUDWI","Ludwigia L.","Ludwigia","L","Onagraceae"
"LUFA3",NA,"LUFA3","Luzula fastigiata E. Mey.","Luzula","fastigiata","Juncaceae"
"LUFA3","LUPAF3","LUPAF3","Luzula parviflora (Ehrh.) Desv. ssp. fastigiata (E. Mey.) Hämet-Ahti","Luzula","parviflora","Juncaceae"
"LUKI",NA,"LUKI","Lupinus kingii S. Watson","Lupinus","kingii","Fabaceae"
"LUKIA",NA,"LUKIA","Lupinus kingii S. Watson var. argillaceus (Wooton & Standl.) C.P. Sm.","Lupinus","kingii","Fabaceae"
"LUKIK",NA,"LUKIK","Lupinus kingii S. Watson var. kingii","Lupinus","kingii","Fabaceae"
"LUKIK","LUCA13","LUCA13","Lupinus capitatus Greene","Lupinus","capitatus","Fabaceae"
"LUKIK","LUSI5","LUSI5","Lupinus sileri S. Watson","Lupinus","sileri","Fabaceae"
"LULE3",NA,"LULE3","Lupinus leucophyllus Douglas ex Lindl.","Lupinus","leucophyllus","Fabaceae"
"LUMU2",NA,"LUMU2","Luzula multiflora (Ehrh.) Lej.","Luzula","multiflora","Juncaceae"
"LUMUF",NA,"LUMUF","Luzula multiflora (Ehrh.) Lej. ssp. frigida (Buchenau) Krecz.","Luzula","multiflora","Juncaceae"
"LUMUF","JUIN4","JUIN4","Juncoides intermedium (Thuill.) Rydb.","Juncoides","intermedium","Juncaceae"
"LUMUF","LUCAF","LUCAF","Luzula campestris (L.) DC. var. frigida Buchenau","Luzula","campestris","Juncaceae"
"LUMUF","LUFR4","LUFR4","Luzula frigida (Buchenau) Sam.","Luzula","frigida","Juncaceae"
"LUMUF","LUIN3","LUIN3","Luzula intermedia (Thuill.) A. Nelson","Luzula","intermedia","Juncaceae"
"LUMUF","LUMUF2","LUMUF2","Luzula multiflora (Ehrh.) Lej. var. frigida (Buchenau) Sam.","Luzula","multiflora","Juncaceae"
"LUMUF","LUMUF3","LUMUF3","Luzula multiflora (Ehrh.) Lej. var. fusconigra Celak.","Luzula","multiflora","Juncaceae"
"LUMUF","LUSU17","LUSU17","Luzula sudetica auct. non (Willd.) DC.","Luzula","sudetica","Juncaceae"
"LUMUF","LUSUF2","LUSUF2","Luzula sudetica (Willd.) DC. var. frigida (Buchenau) Fernald","Luzula","sudetica","Juncaceae"
"LUNAR",NA,"LUNAR","Lunaria L.","Lunaria","L","Brassicaceae"
"LUPA4",NA,"LUPA4","Luzula parviflora (Ehrh.) Desv.","Luzula","parviflora","Juncaceae"
"LUPA4","JUPA4","JUPA4","Juncoides parviflorum (Ehrh.) Coville","Juncoides","parviflorum","Juncaceae"
"LUPA4","JUME5","JUME5","Juncus melanocarpus Michx.","Juncus","melanocarpus","Juncaceae"
"LUPA4","JUPA5","JUPA5","Juncus parviflorus Ehrh.","Juncus","parviflorus","Juncaceae"
"LUPA4","LUME4","LUME4","Luzula melanocarpa (Michx.) Desv.","Luzula","melanocarpa","Juncaceae"
"LUPA4","LUPAM3","LUPAM3","Luzula parviflora (Ehrh.) Desv. ssp. melanocarpa (Michx.) Tolm.","Luzula","parviflora","Juncaceae"
"LUPA4","LUPAM","LUPAM","Luzula parviflora (Ehrh.) Desv. var. melanocarpa (Michx.) Buchenau","Luzula","parviflora","Juncaceae"
"LUPA8",NA,"LUPA8","Lupinus parviflorus Nutt. ex Hook. & Arn.","Lupinus","parviflorus","Fabaceae"
"LUPAF",NA,"LUPAF","Lupinus parviflorus Nutt. ex Hook. & Arn. ssp. floribundus (Greene) Harmon","Lupinus","parviflorus","Fabaceae"
"LUPAF","LUFL3","LUFL3","Lupinus floribundus Greene","Lupinus","floribundus","Fabaceae"
"LUPAF4",NA,"LUPAF4","Lupinus parviflorus Nutt. ex Hook. & Arn. ssp. myrianthus (Greene) Harmon var. fulvomaculatus (Payson) Harmon","Lupinus","parviflorus","Fabaceae"
"LUPAF4","LUARF2","LUARF2","Lupinus argenteus Pursh var. fulvomaculatus (Payson) Barneby","Lupinus","argenteus","Fabaceae"
"LUPAF4","LUFU2","LUFU2","Lupinus fulvomaculatus Payson","Lupinus","fulvomaculatus","Fabaceae"
"LUPAM2",NA,"LUPAM2","Lupinus parviflorus Nutt. ex Hook. & Arn. ssp. myrianthus (Greene) Harmon","Lupinus","parviflorus","Fabaceae"
"LUPAM4",NA,"LUPAM4","Lupinus parviflorus Nutt. ex Hook. & Arn. ssp. myrianthus (Greene) Harmon var. myrianthus","Lupinus","parviflorus","Fabaceae"
"LUPAM4","LUARM8","LUARM8","Lupinus argenteus Pursh var. myrianthus (Greene) Isely","Lupinus","argenteus","Fabaceae"
"LUPAM4","LULE6","LULE6","Lupinus leptostachys Greene","Lupinus","leptostachys","Fabaceae"
"LUPAM4","LUMY","LUMY","Lupinus myrianthus Greene","Lupinus","myrianthus","Fabaceae"
"LUPAP4",NA,"LUPAP4","Lupinus parviflorus Nutt. ex Hook. & Arn. ssp. parviflorus","Lupinus","parviflorus","Fabaceae"
"LUPAP4","LUAL16","LUAL16","Lupinus allimicranthus C.P. Sm.","Lupinus","allimicranthus","Fabaceae"
"LUPAP4","LUARP5","LUARP5","Lupinus argenteus Pursh ssp. parviflorus (Nutt. ex Hook. & Arn.) L. Phillips","Lupinus","argenteus","Fabaceae"
"LUPAP4","LUARP4","LUARP4","Lupinus argenteus Pursh var. parviflorus (Nutt. ex Hook. & Arn.) C.L. Hitchc.","Lupinus","argenteus","Fabaceae"
"LUPIN",NA,"LUPIN","Lupinus L.","Lupinus","L","Fabaceae"
"LUPL",NA,"LUPL","Lupinus plattensis S. Watson","Lupinus","plattensis","Fabaceae"
"LUPL","LUGL5","LUGL5","Lupinus glabratus (S. Watson) Rydb.","Lupinus","glabratus","Fabaceae"
"LUPL","LUORG","LUORG","Lupinus ornatus Douglas ex Lindl. var. glabratus S. Watson","Lupinus","ornatus","Fabaceae"
"LUPR2",NA,"LUPR2","Lupinus prunophilus M.E. Jones","Lupinus","prunophilus","Fabaceae"
"LUPR2","LUARP6","LUARP6","Lupinus arcticus S. Watson var. prunophilus (M.E. Jones) C.P. Sm.","Lupinus","arcticus","Fabaceae"
"LUPR2","LUPOP5","LUPOP5","Lupinus polyphyllus Lindl. var. prunophilus (M.E. Jones) L. Phillips","Lupinus","polyphyllus","Fabaceae"
"LUPR2","LUWYP","LUWYP","Lupinus wyethii S. Watson var. prunophilus (M.E. Jones) C.P. Sm.","Lupinus","wyethii","Fabaceae"
"LUPU",NA,"LUPU","Lupinus pusillus Pursh","Lupinus","pusillus","Fabaceae"
"LUPUI2",NA,"LUPUI2","Lupinus pusillus Pursh ssp. intermontanus (A. Heller) D. Dunn","Lupinus","pusillus","Fabaceae"
"LUPUI2","LUIN5","LUIN5","Lupinus intermontanus A. Heller","Lupinus","intermontanus","Fabaceae"
"LUPUI2","LUPUI3","LUPUI3","Lupinus pusillus Pursh var. intermontanus (A. Heller) C.P. Sm.","Lupinus","pusillus","Fabaceae"
"LUPUP",NA,"LUPUP","Lupinus pusillus Pursh ssp. pusillus","Lupinus","pusillus","Fabaceae"
"LUPUR",NA,"LUPUR","Lupinus pusillus Pursh ssp. rubens (Rydb.) D. Dunn","Lupinus","pusillus","Fabaceae"
"LUPUR","LUODR","LUODR","Lupinus odoratus A. Heller var. rubens (Rydb.) Jeps.","Lupinus","odoratus","Fabaceae"
"LUPUR","LUPUR2","LUPUR2","Lupinus pusillus Pursh var. rubens (Rydb.) S.L. Welsh","Lupinus","pusillus","Fabaceae"
"LUPUR","LURU4","LURU4","Lupinus rubens Rydb.","Lupinus","rubens","Fabaceae"
"LUSE4",NA,"LUSE4","Lupinus sericeus Pursh","Lupinus","sericeus","Fabaceae"
"LUSEE2",NA,"LUSEE2","Lupinus sericeus Pursh ssp. sericeus var. egglestonianus C.P. Sm.","Lupinus","sericeus","Fabaceae"
"LUSEE2","LUBU4","LUBU4","Lupinus buckinghamii C.P. Sm.","Lupinus","buckinghamii","Fabaceae"
"LUSEE2","LUFL4","LUFL4","Lupinus flavicaulis Rydb.","Lupinus","flavicaulis","Fabaceae"
"LUSEE2","LUHU5","LUHU5","Lupinus huilcoflorus C.P. Sm.","Lupinus","huilcoflorus","Fabaceae"
"LUSEE2","LURA2","LURA2","Lupinus ramosus A. Nelson","Lupinus","ramosus","Fabaceae"
"LUSEE2","LUSP10","LUSP10","Lupinus spiraeaphilus C.P. Sm.","Lupinus","spiraeaphilus","Fabaceae"
"LUSEE2","LUTU3","LUTU3","Lupinus tuckerianus C.P. Sm.","Lupinus","tuckerianus","Fabaceae"
"LUSES2",NA,"LUSES2","Lupinus sericeus Pursh ssp. sericeus","Lupinus","sericeus","Fabaceae"
"LUSES4",NA,"LUSES4","Lupinus sericeus Pursh ssp. sericeus var. sericeus","Lupinus","sericeus","Fabaceae"
"LUSES4","LUAL14","LUAL14","Lupinus aliumbellatus C.P. Sm.","Lupinus","aliumbellatus","Fabaceae"
"LUSES4","LUAM5","LUAM5","Lupinus amniculi-salicis C.P. Sm.","Lupinus","amniculi","Fabaceae"
"LUSES4","LUBL2","LUBL2","Lupinus blankinshipii A. Heller","Lupinus","blankinshipii","Fabaceae"
"LUSES4","LUFA2","LUFA2","Lupinus falsocomatus C.P. Sm.","Lupinus","falsocomatus","Fabaceae"
"LUSES4","LUHE3","LUHE3","Lupinus herman-workii C.P. Sm.","Lupinus","herman","Fabaceae"
"LUSES4","LUJO3","LUJO3","Lupinus jonesii Blank., non Rydb.","Lupinus","jonesii","Fabaceae"
"LUSES4","LULE8","LULE8","Lupinus leucopsis J. Agardh","Lupinus","leucopsis","Fabaceae"
"LUSP4",NA,"LUSP4","Luzula spicata (L.) DC.","Luzula","spicata","Juncaceae"
"LUSP4","JUSP2","JUSP2","Juncoides spicatum (L.) Kuntze","Juncoides","spicatum","Juncaceae"
"LUSP4","LUSPS","LUSPS","Luzula spicata (L.) DC. ssp. saximontana Á. Löve & D. Löve, nom. inq.","Luzula","spicata","Juncaceae"
"LUSU9",NA,"LUSU9","Luzula subcapitata (Rydb.) Harrington","Luzula","subcapitata","Juncaceae"
"LUWY",NA,"LUWY","Lupinus wyethii S. Watson","Lupinus","wyethii","Fabaceae"
"LUWYW",NA,"LUWYW","Lupinus wyethii S. Watson ssp. wyethii","Lupinus","wyethii","Fabaceae"
"LUWYW","LUARH2","LUARH2","Lupinus arcticus S. Watson var. humicola (A. Nelson) C.P. Sm.","Lupinus","arcticus","Fabaceae"
"LUWYW","LUCA12","LUCA12","Lupinus candicans Rydb.","Lupinus","candicans","Fabaceae"
"LUWYW","LUDI4","LUDI4","Lupinus diversalpicola C.P. Sm.","Lupinus","diversalpicola","Fabaceae"
"LUWYW","LUFL6","LUFL6","Lupinus flavescens Rydb.","Lupinus","flavescens","Fabaceae"
"LUWYW","LUHU2","LUHU2","Lupinus humicola A. Nelson","Lupinus","humicola","Fabaceae"
"LUWYW","LUPOH","LUPOH","Lupinus polyphyllus Lindl. var. humicola (A. Nelson) Barneby","Lupinus","polyphyllus","Fabaceae"
"LUWYW","LURY","LURY","Lupinus rydbergii Blank.","Lupinus","rydbergii","Fabaceae"
"LUZUL",NA,"LUZUL","Luzula DC.","Luzula","DC","Juncaceae"
"LYAL4",NA,"LYAL4","Lythrum alatum Pursh","Lythrum","alatum","Lythraceae"
"LYALA4",NA,"LYALA4","Lythrum alatum Pursh var. alatum","Lythrum","alatum","Lythraceae"
"LYALA4","LYDA2","LYDA2","Lythrum dacotanum Nieuwl.","Lythrum","dacotanum","Lythraceae"
"LYAM",NA,"LYAM","Lycopus americanus Muhl. ex W.P.C. Barton","Lycopus","americanus","Lamiaceae"
"LYAM","LYAML","LYAML","Lycopus americanus Muhl. ex W.P.C. Barton var. longii Benner","Lycopus","americanus","Lamiaceae"
"LYAM","LYAMS","LYAMS","Lycopus americanus Muhl. ex W.P.C. Barton var. scabrifolius Fernald","Lycopus","americanus","Lamiaceae"
"LYAM","LYSI3","LYSI3","Lycopus sinuatus Elliott","Lycopus","sinuatus","Lamiaceae"
"LYAN2",NA,"LYAN2","Lycopodium annotinum L.","Lycopodium","annotinum","Lycopodiaceae"
"LYAN2","LYANA5","LYANA5","Lycopodium annotinum L. ssp. alpestre (Hartm.) Á. Löve & D. Löve","Lycopodium","annotinum","Lycopodiaceae"
"LYAN2","LYANP2","LYANP2","Lycopodium annotinum L. ssp. pungens (La Pylaie) Hultén","Lycopodium","annotinum","Lycopodiaceae"
"LYAN2","LYANA","LYANA","Lycopodium annotinum L. var. acrifolium Fernald","Lycopodium","annotinum","Lycopodiaceae"
"LYAN2","LYANA2","LYANA2","Lycopodium annotinum L. var. alpestre Hartm.","Lycopodium","annotinum","Lycopodiaceae"
"LYAN2","LYANP","LYANP","Lycopodium annotinum L. var. pungens (La Pylaie) Desv.","Lycopodium","annotinum","Lycopodiaceae"
"LYAN2","LYDU","LYDU","Lycopodium dubium Zoega","Lycopodium","dubium","Lycopodiaceae"
"LYAN2","SPAN13","SPAN13","Spinulum annotinum (L.) A. Haines","Spinulum","annotinum","Lycopodiaceae"
