SYMBOL_AIM,SYMBOL_USDA,BINOMIAL_NAT,BINOMIAL_ACK,GROWTHHABIT,GROWTHHABITSUB,DURATION,NATIVITY,INVASIVE,PHOTOSYNTHETIC,RESPROUT,FUNCTIONAL
CITR4,CIUNT,Cirsium undulatum var. tracyi,Cirsium tracyi,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PERY,PERY,Penstemon rydbergii,Penstemon rydbergii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ORLU2,ORLU2,Orthocarpus luteus,Orthocarpus luteus,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
GEMA4,GEMAP,Geum macrophyllum var. perincisum,Geum macrophyllum var. perincisum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
POGR9,POGR9,Potentilla gracilis,Potentilla gracilis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
POPA2,POPA2,Poa palustris,Poa palustris,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
STPII,STPII,Stanleya pinnata var. integrifolia,Stanleya pinnata var. integrifolia,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
AF06039,AF06039,NA,NA,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
SYCAC,SYCAC,Symphyotrichum campestre var. campestre,Symphyotrichum campestre,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
HEMUN,HEMUN,Heliomeris multiflora var. nevadensis,Heliomeris multiflora var. nevadensis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
HEPU3,HEPU3,Helianthus pumilus,Helianthus pumilus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
OSOC,OSOC,Osmorhiza occidentalis,Osmorhiza occidentalis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SEWO,SEWO,Senecio wootonii,Senecio wootonii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PHYSA2,PHYSA2,NA,NA,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
AF06037,AF06037,NA,NA,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
SH06000,SH06000,NA,NA,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
ENNU,ENNU,Enceliopsis nudicaulis,Enceliopsis nudicaulis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
GAPIP2,GAPI,Gaillardia pinnatifida,Gaillardia pinnatifida,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
AF06048,AF06048,NA,NA,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
COSC2,COSC2,Conioselinum scopulorum,Conioselinum scopulorum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
VIAMA3,VIAMA3,Vicia americana ssp. americana,Vicia americana ssp. americana,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SAMO2,SAMO2,Salix monticola,Salix monticola,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
ENNU4,ENNU4,Encelia nutans,Encelia nutans,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
LESAS,LESAS,Leymus salinus ssp. salinus,Leymus salina ssp. salina,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ORMI,ORMI,NA,NA,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
AF06050,AF06050,NA,NA,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
IRMI,IRMI,Iris missouriensis,Iris missouriensis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
RIIN2,RIIN2,Ribes inerme,Ribes inerme,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
NAVI4,NAVI4,Nassella viridula,Nassella viridula,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ORHU2,CRHU2,Cryptantha humilis,Oreocarya humilis,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CIVU,CIVU,Cirsium vulgare,Cirsium vulgare,NONWOODY,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
MIOX,MIOX,Mirabilis oxybaphoides,Mirabilis oxybaphoides,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASLE8,ASLE8,Astragalus lentiginosus,Astragalus lentiginosus,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
STAL2,STAL2,Stanleya albescens,Stanleya albescens,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PF06001,PF06001,NA,NA,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ORPU2,ORPU2,Orthocarpus purpureoalbus,Orthocarpus purpureoalbus,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
ERPU2,ERPU2,Erigeron pumilus,Erigeron pumilus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BAHI2,BAHOH2,Balsamorhiza hookeri var. hispidula,Balsamorhiza hispidula,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASMI10,ASMI10,Astragalus missouriensis,Astragalus missouriensis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
OXPA2,OXPA2,Oxytropis parryi,Oxytropis parryi,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PF06000,PF06000,NA,NA,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PODE3,PODE3,Populus deltoides,Populus deltoides,WOODY,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
SILI7,SCLI12,Schoenocrambe linearifolia,Hesperidanthus linearifolius,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERINI4,ERIN4,Eriogonum inflatum,Eriogonum inflatum,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CASCS4,CASCS4,Castilleja scabrida var. scabrida,Castilleja scabrida var. scabrida,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASMO10,ASMOC2,Astragalus monumentalis var. cottamii,Astragalus monumentalis var. cottamii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARPA6,ARPA6,Arctostaphylos patula,Arctostaphylos patula,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
DRSP,DRSP,Draba spectabilis,Draba spectabilis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERUT,ERUT,Erigeron utahensis,Erigeron utahensis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASCO8,ASCO8,Astragalus coltonii,Astragalus coltonii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASDE3,ASDE3,Astragalus desperatus,Astragalus desperatus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SH06001,SH06001,NA,NA,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
SEAT,SEAT,Senecio atratus,Senecio atratus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ORAL,ORAL,Oreoxis alpina,Cymopterus alpinus,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CHER,CHERN,Chamaerhodos erecta ssp. nuttallii,Chamaerhodos erecta var. parviflora,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SHCA,SHCA,Shepherdia canadensis,Shepherdia canadensis,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
SAMI15,SARAR3,Sambucus racemosa var. racemosa,Sambucus racemosa var. microbotrys,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
COSE16,COSES,Cornus sericea ssp. sericea,Cornus sericea ssp. sericea,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
CALE4,CALE4,Caltha leptosepala,Caltha leptosepala,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ACNE2,ACNE2,Acer negundo,Acer negundo,WOODY,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
PHRE3,ILRI,Iliamna rivularis,Iliamna rivularis,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
FOPU2,FOPU2,Forestiera pubescens,Forestiera pubescens,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
PSBA2,PSBA2,Psilostrophe bakeri,Psilostrophe bakeri,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
STPA4,STPA4,Stephanomeria pauciflora,Stephanomeria pauciflora,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ASSU2,ASSU2,Asclepias subverticillata,Asclepias subverticillata,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CIUN,CIUN,Cirsium undulatum,Cirsium undulatum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SCPA9,SCPA9,Sclerocactus parviflorus,Sclerocactus parviflorus,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
ERIN7,ERIN7,Erysimum inconspicuum,Erysimum inconspicuum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERFL4,ERFLF,Eriogonum flavum var. flavum,Eriogonum flavum var. flavum,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ERDI13,ERCO14,Eriogonum corymbosum,Eriogonum corymbosum,WOODY,SUBSHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxSubShrubCover 
POOL,POOL,Portulaca oleracea,Portulaca oleracea,NONWOODY,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
GUMI,GUMI,Gutierrezia microcephala,Gutierrezia microcephala,WOODY,SUBSHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxSubShrubCover 
BRTEG,BRTE,Bromus tectorum,Bromus tectorum,NONWOODY,GRAMINOID,ANNUAL,NA,TRUE,C3,NA,NoxAnnGrassCover 
TYLA,TYLA,Typha latifolia,Typha latifolia,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
SOAR2,SOAR2,Sonchus arvensis,Sonchus arvensis,NONWOODY,FORB,PERENNIAL,NA,TRUE,NA,NA,NoxPerenForbCover 
SAGE2,SAGE2,Salix geyeriana,Salix geyeriana,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
POAR3,POAR3,Poa arida,Poa arida,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
BRMI,BRMIS,Brickellia microphylla var. scabra,Brickellia microphylla var. scabra,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
BOER4,BOER4,Bouteloua eriopoda,Bouteloua eriopoda,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
ARPU2,ARPU2,NA,NA,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PAWE4,PAWE4,Packera werneriifolia,Packera werneriifolia,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PIMI7,PIMI7,Piptatherum micranthum,Piptatherum micranthum,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
AG06001,AG06001,NA,NA,NONWOODY,GRAMINOID,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnGrassCover 
AMDI5,BADI,Bahia dissecta,Bahia dissecta,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
SARA3,SARA3,NA,NA,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
AMRE,AMRE,Amaranthus retroflexus,Amaranthus retroflexus,NONWOODY,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
LODI,LODIM,Lomatium dissectum var. multifidum,Lomatium dissectum var. eatonii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BREU,BREU,Brickellia eupatorioides,Brickellia eupatorioides,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PHLEU,PHLEU,NA,NA,NONWOODY,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
POPU9,POPU9,Potentilla pulcherrima,Potentilla pulcherrima,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
POAR7,POAR7,Potentilla arguta,Potentilla arguta,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CLHI,CLHI,Clematis hirsutissima,Clematis hirsutissima,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
CANE2,CANE2,Carex nebrascensis,Carex nebrascensis,NONWOODY,SEDGE,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenSedgeCover 
CEFE,CEFE,Ceanothus fendleri,Ceanothus fendleri,WOODY,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ERMIL5,ERMIL2,Eriogonum microthecum var. laxiflorum,Eriogonum microthecum var. laxiflorum,WOODY,SUBSHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxSubShrubCover 
ASPUP7,ASPUP7,Astragalus purshii var. purshii,Astragalus purshii var. purshii,NONWOODY,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BRTE,BRTE,Bromus tectorum,Bromus tectorum,NONWOODY,GRAMINOID,ANNUAL,NA,TRUE,NA,NA,NoxAnnGrassCover 
LADE4,LAPOP,Lathyrus polymorphus ssp. polymorphus,Lathyrus polymorphus ssp. polymorphus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PEPU7,PEPUP,Petradoria pumila ssp. pumila,Petradoria pumila ssp. pumila,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PEPUP,PEPUP,Petradoria pumila ssp. pumila,Petradoria pumila ssp. pumila,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
GUSU2,GUSA2,Gutierrezia sarothrae,Gutierrezia sarothrae,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
DEPI,DEPIB,Descurainia pinnata ssp. brachycarpa,Descurainia pinnata ssp. brachycarpa,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
ATCAC,ATCA2,Atriplex canescens,Atriplex canescens,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ELTRT,ELTR7,Elymus trachycaulus,Elymus trachycaulus,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
AGCRC,AGCR,Agropyron cristatum,Agropyron cristatum,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
LESA4,LESAS,Leymus salinus ssp. salinus,Leymus salina ssp. salina,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
LAMA9,LAOCC,Lappula occidentalis var. cupulata,Lappula occidentalis var. cupulata,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CEST8,CESTM,Centaurea stoebe ssp. micranthos,Centaurea stoebe ssp. micranthos,NA,FORB,PERENNIAL,NA,TRUE,NA,NA,NoxPerenForbCover 
LESA2,THAR5,Thlaspi arvense,Thlaspi arvense,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
PIPO,PIPOS,Pinus ponderosa var. scopulorum,Pinus ponderosa var. scopulorum,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
PRVI,PRVIM,Prunus virginiana var. melanocarpa,Prunus virginiana var. melanocarpa,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
PRVIM,PRVIM,Prunus virginiana var. melanocarpa,Prunus virginiana var. melanocarpa,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
PIEN,PIENE,Picea engelmannii var. engelmannii,Picea engelmannii var. engelmannii,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
PSME,PSMEG,Pseudotsuga menziesii var. glauca,Pseudotsuga menziesii var. glauca,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
JUARA4,JUARL,Juncus arcticus ssp. littoralis,Juncus arcticus var. balticus,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenSedgeCover 
STCO4,HECO26,Hesperostipa comata,Hesperostipa comata,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
PHCR,PHCRC,Phacelia crenulata var. corrugata,Phacelia crenulata var. corrugata,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
ERCIC,ERCI6,Erodium cicutarium,Erodium cicutarium,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
ASVE11,XYVE,Xylorhiza venusta,Xylorhiza venusta,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NA,NonNoxShrubCover 
HIJA,PLJA,Pleuraphis jamesii,Hilaria jamesii,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
MAGR2,MAGRG,Machaeranthera grindelioides var. grindelioides,Xanthisma grindelioides var. grindelioides,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
AGSM,PASM,Pascopyrum smithii,Pascopyrum smithii,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
PELE2,PELEL2,Penstemon lentus var. lentus,Penstemon lentus var. lentus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BRPO5,BRPO2,Bromus porteri,Bromus porteri,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ABBI3,ABLA,Abies lasiocarpa,Abies bifolia,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
ERDIJ,ERDI2,Eriastrum diffusum,Eriastrum diffusum,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
DEPII,DEPIB,Descurainia pinnata ssp. brachycarpa,Descurainia pinnata ssp. brachycarpa,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
ORFL2,CRFL5,Cryptantha flava,Oreocarya flava,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ORFL3,CRFL6,Cryptantha flavoculata,Oreocarya flavoculata,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
BRCO4,BRRA2,Bromus racemosus,Bromus commutatus,NA,GRAMINOID,ANNUAL,NA,TRUE,C3,NA,NoxAnnGrassCover 
SEMU,SEMUM,Selaginella mutica var. mutica,Selaginella mutica var. mutica,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ACGL,ACGLG2,Acer glabrum var. glabrum,Acer glabrum var. glabrum,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
POSA17,PODOJ2,Polygonum douglasii  ssp. johnstonii ,Polygonum sawatchense ssp. sawatchense,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
HAAR2,STARA,Stenotus armerioides var. armerioides,Stenotus armerioides var. armerioides,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
STAR10,STARA,Stenotus armerioides var. armerioides,Stenotus armerioides var. armerioides,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
LOGR,LOGRG2,Lomatium grayi var. grayi,Lomatium grayi var. grayi,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
GLSP,GLSPM,Glossopetalon spinescens var. meionandrum,Forsellesia meionandra,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
EREA3,AREAE,Arenaria eastwoodiae var. eastwoodiae,Eremogone eastwoodiae var. eastwoodiae,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PIED,PIED,Pinus edulis,Pinus edulis,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
CEMO2,CEMO2,Cercocarpus montanus,Cercocarpus montanus,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
GUSA2,GUSA2,Gutierrezia sarothrae,Gutierrezia sarothrae,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
ERTR13,ERTR13,Eremopyrum triticeum,Eremopyrum triticeum,NA,GRAMINOID,ANNUAL,NA,TRUE,C3,NA,NoxAnnGrassCover 
JUOS,JUOS,Juniperus osteosperma,Juniperus osteosperma,NA,TREE,PERENNIAL,NA,FALSE,NA,NA,NonNoxTreeCover 
EPVI,EPVI,Ephedra viridis,Ephedra viridis,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
ATGA,ATGA,Atriplex gardneri,Atriplex gardneri,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
ACHY,ACHY,Achnatherum hymenoides,Achnatherum hymenoides,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
PLJA,PLJA,Pleuraphis jamesii,Hilaria jamesii,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
ATCO4,ATCO4,Atriplex corrugata,Atriplex corrugata,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
ALDE,ALDE,Alyssum desertorum,Alyssum desertorum,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
ARTRW8,ARTRW8,Artemisia tridentata ssp. wyomingensis,Artemisia tridentata var. wyomingensis,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
ERCO27,ERCO27,Erigeron concinnus,Erigeron concinnus,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARPUL,ARPUL,Aristida purpurea var. longiseta,Aristida purpurea var. longiseta,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
ARPU9,ARPU9,Aristida purpurea,Aristida purpurea,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
SIAL2,SIAL2,Sisymbrium altissimum,Sisymbrium altissimum,NA,FORB,ANNUAL,NA,TRUE,NA,NA,NoxAnnForbCover 
ELELE,ELELE,Elymus elymoides,Elymus elymoides,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ELEL5,ELEL5,Elymus elymoides,Elymus elymoides,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
SPCR,SPCR,Sporobolus cryptandrus,Sporobolus cryptandrus,NA,GRAMINOID,PERENNIAL,NA,FALSE,C4,NA,NonNoxPerenGrassCover 
ATCA2,ATCA2,Atriplex canescens,Atriplex canescens,NA,SHRUB,PERENNIAL,NA,FALSE,NA,RESPROUT,NonNoxShrubCover 
OPPO,OPPO,Opuntia polyacantha,Opuntia polyacantha,NA,SUCCULENT,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxSucculentCover 
KRLA2,KRLA2,Krascheninnikovia lanata,Krascheninnikovia lanata,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
ARTRT,ARTRT,Artemisia tridentata ssp. tridentata,Artemisia tridentata var. tridentata,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
PLPA2,PLPA2,Plantago patagonica,Plantago patagonica,NA,FORB,ANNUAL,NA,FALSE,NA,NA,NonNoxAnnForbCover 
CHER2,CHER2,Chaetopappa ericoides,Chaetopappa ericoides,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARTRV,ARTRV,Artemisia tridentata ssp. vaseyana,Artemisia tridentata var. vaseyana,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
POSE,POSE,Poa secunda,Poa secunda,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
AGCR,AGCR,Agropyron cristatum,Agropyron cristatum,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
ELTR7,ELTR7,Elymus trachycaulus,Elymus trachycaulus,NA,GRAMINOID,PERENNIAL,NA,FALSE,C3,NA,NonNoxPerenGrassCover 
TEAC,TEAC,Tetraneuris acaulis,Tetraneuris acaulis,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
ARNO4,ARNO4,Artemisia nova,Artemisia nova,NA,SHRUB,PERENNIAL,NA,FALSE,NA,NON-RESPROUT,NonNoxShrubCover 
EROV,EROV,Eriogonum ovalifolium,Eriogonum ovalifolium,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
PAMU11,PAMU11,Packera multilobata,Packera multilobata,NA,FORB,PERENNIAL,NA,FALSE,NA,NA,NonNoxPerenForbCover 
