"ECO.SITE","STATE","PHASE","PHASE.NAME","SYMBOL","LOWER","UPPER","NATIVITY","FUNCTIONAL_FINE","LIFECYCLE","FUNCTIONAL"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","PSSP6",10,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","CEMO2",40,80,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","ARNO4",30,60,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","PUTR2",20,30,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","SANIC5",10,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","YUAN2",10,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","CHVI8",10,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","EPVI",10,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","EPVI",10,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","EPVI",10,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","EPVI",10,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","ERWR",10,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","GRSP",10,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","GUSA2",10,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","PUME",10,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","PIED",75,150,"NATIVE","TREE","PERENNIAL","TREE"
"R034BY322UT","REFERENCE",1.1,"OPEN CANOPY","JUOS",25,50,"NATIVE","TREE","PERENNIAL","TREE"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","ATCA2",50,75,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","EPNE",15,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","EPTO",15,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","KRLA2",15,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","ARFI2",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","CHVI8",5,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","ERCOA",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","ERNAN5",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","GRSP",5,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","GUSA2",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","OPPO",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","QUHAT",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","TESP2",5,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","ACHY",125,150,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","HECO26",25,50,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","PLJA",25,50,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","SPCR",25,50,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","ARPU9",5,15,"NATIVE","C4-GRASS","ANY","GRASS"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","BOGR2",5,15,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","MUPU2",5,15,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY112UT","REFERENCE",1.1,"DESERT GRASSLAND/SHRUBLAND","SPCO4",5,15,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","ATCO",65,98,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY302UT","REFERENCE",1.1,"1.1","AMUT",20,33,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY302UT","REFERENCE",1.1,"1.1","ARTRV",20,33,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY302UT","REFERENCE",1.1,"1.1","CHVI8",7,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY302UT","REFERENCE",1.1,"1.1","ERNA10",7,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY302UT","REFERENCE",1.1,"1.1","SAVE4",7,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY302UT","REFERENCE",1.1,"1.1","SYOR2",7,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY302UT","REFERENCE",1.1,"1.1","TECA2",7,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R034BY302UT","REFERENCE",1.1,"1.1","PASM",163,195,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","POFE",33,65,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","LESAS",33,65,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","ELEL5",20,33,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","KOMA",30,33,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","ACHY",7,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","POSE",7,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","POSE",7,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R034BY302UT","REFERENCE",1.1,"1.1","POSE",7,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","LESAS",60,120,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","PLJA",0,40,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","ACHY",15,40,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","POSE",0,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","POSE",0,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","POSE",0,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","PASM",5,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","ARTRW8",15,40,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","CEMO2",0,15,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","ARNO4",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","AMUT",0,10,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","EPVI",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","EPVI",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","EPVI",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","EPVI",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GUSA2",0,5,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","OPPO",0,5,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","JUOS",110,220,"NATIVE","TREE","PERENNIAL","TREE"
"R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","PIED",15,60,"NATIVE","TREE","PERENNIAL","TREE"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","ACHY",80,140,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","ELEL5",60,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","HECO26",30,60,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","PLJA",30,60,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","POFE",5,50,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","PASM",0,30,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","KOMA",0,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","LESAS",0,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","ARPU9",0,15,"NATIVE","C4-GRASS","ANY","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","BOGR2",0,15,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","CAGE2",0,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","POSE",0,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","POSE",0,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","POSE",0,15,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SPCR",0,15,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","ARNO4",20,60,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","ARTRW8",20,60,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","CHVI8",10,40,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","EPVI",0,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","EPVI",0,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","EPVI",0,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","EPVI",0,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GUSA2",0,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","AMUT",0,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","CEMO2",0,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","PERA4",0,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","PUTR2",0,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","QUGA",0,20,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","RICE",0,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","OPPO",0,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","JUOS",75,150,"NATIVE","TREE","PERENNIAL","TREE"
"R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","PIED",75,150,"NATIVE","TREE","PERENNIAL","TREE"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","LESAS",40,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","PLJA",0,35,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","ACHY",20,35,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","PASM",5,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","POSE",0,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","POSE",0,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","POSE",0,20,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","ARTRW8",15,40,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","ARNO4",5,15,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","CEMO2",0,10,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","EPVI",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","EPVI",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","EPVI",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","EPVI",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GUSA2",0,5,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","AMUT",0,5,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","JUOS",120,220,"NATIVE","TREE","PERENNIAL","TREE"
"R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","PIED",20,40,"NATIVE","TREE","PERENNIAL","TREE"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","PASM",300,500,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","POFE",200,350,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","ACHY",50,150,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","PLJA",0,75,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","ELEL5",0,75,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","HENE5",0,50,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","HOJU",0,51,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","JUTE",0,52,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","KOMA",0,53,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","BOGR2",0,54,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SPAI",0,55,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","ARTRT",125,300,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","ATCA2",50,150,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","ERNAN5",0,100,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GUSA2",0,100,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","KRLA2",0,100,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","QUGA",0,100,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SAAM2",0,100,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SAVE4",0,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","RHTR",0,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","ROWO",0,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","OPPO",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","PERA4",0,25,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","CHVI8",0,25,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","OPPO",0,5,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","POSE",25,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","POSE",25,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","POSE",25,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","PLJA",50,100,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ELEL5",50,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","LESA4",50,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","PASM",50,100,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ACHY",25,75,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","POFE",25,75,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ARTRW8",100,175,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ATCA2",25,75,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ATCO",25,75,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY328CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","OPPO",0,20,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","PASM",385,440,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ACHY",165,220,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","BOGR2",165,220,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","PLJA",110,165,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SPCR",55,110,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ELEL5",55,110,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","HECO26",11,33,"NATIVE","C3-GRASS","PERENNIAL","GRASS"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ARPUF",0,11,"NATIVE","C4-GRASS","PERENNIAL","GRASS"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ARTRT",110,165,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","ERNA10",55,110,"NATIVE","RESPROUT-SHRUB","PERENNIAL","SHRUB"
"R036XY347CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","YUGL",0,44,"NATIVE","NON-RESPROUT-SHRUB","PERENNIAL","SHRUB"
